ID,title,difficulty,sport,length,time,climb,min,max,technique,fitness
129792,Valle di Lei,2 - medium,Hiking,11.11,04:30,800,1466,2168,2,4
151256,Glarner Alpen,0 - no rating,High tour,73.92,28:42,5906,806,3263,0,0
103224,"Einfache Wanderung zum Partnunsee, Abfahrt mit Trottinett",1 - easy,Hiking,5.67,02:00,410,1459,1870,2,2
132178,"Rundwanderung: Caumasee - Rheinschlucht ""Swiss Grand Canyon""",2 - medium,Hiking,19.87,06:30,655,621,1110,1,4
91548,Sent - Bain Tschern (Rundweg),1 - easy,Hiking,5.11,01:15,63,1430,1492,1,1
52727,Fuorcla Maisas,3 - difficult,Hiking,17.23,08:00,1423,1617,3040,4,5
98036,Rundtour Prätschli-Prätschalp-Rot Tritt Scheidegg,2 - medium,Winter hiking,6.1,01:55,236,1862,2098,3,3
5259,Arosa-Hörnli-Inner Urden-Tschiertschen,2 - medium,Hiking,12.3,02:15,643,1362,2476,2,2
5260,Arosa-Prätschli-Scheidegg-Ochsenalp-Tschiertschen,0 - no rating,Hiking,5.3,02:45,145,1917,2092,2,3
552520,FLI-WIW - Falera - Laax,0 - no rating,Winter hiking,4.69,01:20,33,1018,1231,0,0
131588,Zuckerstock,1 - easy,Hiking,7.4,02:31,378,1793,2049,1,2
239064,Le Prese - Selva,2 - medium,Hiking,4.47,02:00,496,965,1451,0,4
85190,Tras la Val Müstair (Sergios Geheimtipp),2 - medium,Mountainbike,21.62,03:00,258,1246,2260,3,3
550548,Ardez – Munt –Alp Murtera Dadoura –Chamonna Cler – Muot da l’Hom – Ardez,3 - difficult,Trailrunning,15.29,03:26,1050,1432,2482,4,5
1042438,TRAIL-TICKET Davos Klosters – BLAU,1 - easy,Mountainbike,29.63,04:00,234,1532,2564,2,2
656507,FLI-DW - Via ferrata - Pinut,0 - no rating,Via ferrata,5.6,03:43,909,1187,2057,0,0
132325,Waldlehrpfad La Punt - Madulain,1 - easy,Thematic route,2.38,00:50,146,1705,1834,1,2
127496,STM-HDW - Lej da Staz,1 - easy,Hiking,8.34,02:10,82,1768,1838,1,2
61386,Winterwanderweg Calondis Rundtour,1 - easy,Winter hiking,8.04,02:45,397,1332,1729,1,2
129920,Avers-Juf - Jufer Alp - Avers-Juf,1 - easy,Winter hiking,3.64,01:15,69,2120,2184,0,2
43813,"""Hike to Eretsloch where once upon a time ore was looked for and maybe also found.""",1 - easy,Hiking,3.8,00:52,152,605,724,1,1
322360,Foppettas Flow Trail,2 - medium,Mountainbike,1.87,00:10,0,1830,2010,3,2
619492,STM-DW - Maloja - Vicosoprano,0 - no rating,Hiking,11.11,03:20,50,1060,1855,0,0
35616,From the Fideriser Heuberge to Jenaz,2 - medium,Hiking,16.87,04:45,320,721,2152,3,4
132258,Ricola Kräutergarten und Taiswald,1 - easy,Thematic route,3.02,00:50,44,1782,1826,1,2
52659,Flesspass und Vereinapass,3 - difficult,Hiking,18.53,07:30,861,1425,2604,4,6
129835,Flüeseen (Juf - Stallerberg - Flüeseen - Juf),2 - medium,Hiking,8.65,03:45,770,2125,2838,2,4
161241,Von Davos auf die Lenzerheide und zurück,2 - medium,Racing,85.08,05:24,1713,849,1558,0,4
505565,Große Rheinschlucht Tour,3 - difficult,Trailrunning,19.98,03:55,756,618,1232,3,5
71999,Val Sinestra – Fuorcla Maisas – Samnaun Dorf,3 - difficult,Hiking,17.41,08:00,1563,1481,3034,4,6
79236,Forscherpfad Smaragdgebiet Ardez,1 - easy,Thematic route,4.08,01:30,166,1422,1574,1,1
132172,Startgels - Runca,2 - medium,Mountainbike,11.41,02:00,531,1080,1592,3,2
270673,Etappe 5 Gravelbike-Route Vorderrhein: Obersaxen – Alp Nova – Ilanz,3 - difficult,Cycling,38.33,04:05,1252,700,2079,3,5
129819,Burgenweg Domleschg,2 - medium,Thematic route,16.05,04:33,325,616,805,2,3
90790,Tschamut-Maighelspass-Andermatt,3 - difficult,Mountainbike,24.01,03:20,843,1436,2422,4,4
912410,Val Roseg,1 - easy,Cycling,13.78,01:00,226,1774,1999,1,1
129891,Surettaseen Splügen/Rheinwald,2 - medium,Hiking,12.78,04:30,851,1457,2272,2,4
505388,FLI-WIW - Flims - Waldhaus - Laax,1 - easy,Winter hiking,5.78,01:38,68,1014,1120,2,2
53551,"2 -Tagestour, Chrüzlipass- Etzlihütte",3 - difficult,Hiking,22.2,10:30,1873,1420,2479,2,5
17876,GPS Alter Schyn-Runde,2 - medium,Mountainbike,59.93,03:50,1353,562,1558,2,4
1034252,Muntada S-charl,2 - medium,Cycling,24.35,02:35,791,1207,1809,0,3
117021,Pizzo dell`uomo Sommergipfel,2 - medium,Ski tour,5.36,02:30,791,1910,2659,2,4
375358,STM-HDW - Lej Nair - Lej Marsch,1 - easy,Hiking,5.19,01:27,119,1776,1890,1,2
402953,Hüttenwanderung hoch über dem Churer Rheintal,2 - medium,long-distance walking trail,29.25,12:25,2285,552,2084,0,4
156805,Via Son Giachen: Guarda - Zernez,1 - easy,Pilgrimage,14.83,04:00,103,1385,1645,2,2
71282,Viadi Surses,3 - difficult,Hiking,66.19,24:56,5252,859,2833,4,5
92658,Samnaun-Schlittelweg,1 - easy,Sledge,5.35,01:05,290,1848,2138,0,2
163576,rhiienergie Trail Tamins,2 - medium,Nordic Walking,7.21,01:52,270,607,823,2,3
25808,Arosa Circuit,0 - no rating,Hiking,9.4,02:45,318,1907,2097,0,0
183167,"Regitzer Spitz, 1135 m",2 - medium,Hiking,9.87,04:00,619,518,1136,4,4
50386,Rhäzünser Alp - Heinzenberg - Domleschg,3 - difficult,Mountainbike,55.04,06:00,1585,589,1771,2,5
19131,From Stels to St. Antönien across the Chrüz 2196 metres above sea-level,2 - medium,Hiking,11.38,04:15,725,1418,2195,2,3
891257,"Via Engiadina Winter. Etappe 1, Zernez – Guarda",2 - medium,Winter hiking,16.06,04:30,435,1385,1655,2,3
53019,801 A la riva dal Rom – an den Ufern des Rom,2 - medium,Thematic route,25.05,04:00,418,1226,1747,2,3
298932,St. Martin - Misanenga,2 - medium,Winter hiking,11.4,03:25,530,1330,1791,2,4
129879,Rundtour Libi,3 - difficult,Hiking,28.3,08:00,1168,922,2001,2,6
69513,Spazierpark Filisur,1 - easy,Thematic route,4.99,02:00,197,1063,1213,2,2
805138,Rundstrecke Lai Lung – Lai Ner,3 - difficult,Trailrunning,22.89,03:30,1140,974,1889,0,6
156878,Via Francisca: Maienfeld - Chur,3 - difficult,Pilgrimage,25.38,06:53,480,514,753,0,5
475202,FLI-DW - Nagens - Segnesboden - Naraus,2 - medium,Hiking,13.0,05:00,631,1746,2467,0,4
72259,Tierlehrpfad,1 - easy,Thematic route,2.31,00:45,34,1704,1811,2,2
88681,Durch die Uina-Schlucht bis nach Italien,3 - difficult,Hiking,18.86,07:45,1366,1137,2356,3,5
749257,Trailrunning Isel-Wasserfälle,1 - easy,Trailrunning,5.93,01:00,81,1606,1686,1,2
132387,"Graubünden-Route Etappe 3, Bergün-Zernez",3 - difficult,Cycling,45.94,03:45,1106,1360,2310,6,4
953483,Cross-Country Trainingsparcours Val Lumnezia in Cumbel,2 - medium,Mountainbike,2.41,00:25,86,1167,1210,2,3
79405,Sentiero Cultura e Natura tra castello e castagni,2 - medium,long-distance walking trail,11.22,04:24,784,614,1063,0,3
318708,Lenzerheide - Albula,2 - medium,Mountainbike,29.41,03:43,782,847,1512,2,3
132199,Crap Masegn Tour,3 - difficult,Mountainbike,25.86,05:20,1547,1069,2469,4,4
471981,San Carlo - Miralago,0 - no rating,Hiking,11.83,03:08,80,962,1170,0,0
478176,San Jon – Avrona – (Lai Nair) – Gurlaina (Scuol) Mittel / Fortgeschrittene,2 - medium,Trailrunning,12.34,02:25,468,1164,1529,3,3
953453,Kolumbansweg Schweiz - 18. Etappe Lenzerheide - Savognin,0 - no rating,Hiking,22.42,06:45,643,846,1474,0,0
17434,"""Tour dAlbula""",3 - difficult,Mountainbike,70.93,07:00,2100,829,1758,5,5
132507,Gotschna Freeride Piste,3 - difficult,Mountainbike,4.8,01:00,5,1191,1779,5,3
132879,Alte Sägerei Gneida / Resgia Gneida,2 - medium,Hiking,11.72,04:15,374,1256,1832,2,3
86298,Von Saas nach Küblis,1 - easy,Hiking,7.79,02:37,377,808,1365,2,2
168259,Rundwanderung Cumbel - Vella - Peiden - Cumbel,2 - medium,Hiking,9.9,03:00,429,901,1238,2,3
1002821,Domat/Ems – Schönegg – Domat/Ems,1 - easy,Mountainbike,15.81,02:35,692,567,1173,2,2
717232,Auf dem Nationalpark Panoramaweg,0 - no rating,Hiking,11.69,06:40,506,1783,2379,0,0
58131,Radtour Disentis - Biasca - Airolo - Andermatt - Disentis,3 - difficult,Racing,156.25,08:00,3352,295,2108,2,5
93810,Älpli - Junker Rundtour (markierter Trail Nr. 21),2 - medium,Snowshoe,4.85,02:40,380,1414,1790,3,3
188524,Höhenwanderung: Bargis - Fidaz - Flims,1 - easy,Hiking,5.11,01:30,1,1074,1552,1,2
156823,Via Son Giachen: Trun - Sedrun,3 - difficult,Pilgrimage,22.71,06:50,807,854,1442,2,6
96325,itinerario Pian Scundù S.Bernardino,2 - medium,Snowshoe,5.04,01:57,245,1596,1779,3,3
5507,Wanderung Medelserhütte,0 - no rating,Hiking,22.5,-,2344,1339,2546,3,4
717225,Schmetterlingsweg Tschiertschen,0 - no rating,Hiking,4.48,01:40,410,1265,1675,0,0
733534,Naturerlebnis Feldis - Erratischer Block,1 - easy,Thematic route,1.73,00:30,58,1470,1527,2,2
944929,Alpenrösli-Trail,2 - medium,Snowshoe,4.07,02:15,303,1200,1458,3,4
70823,Motta Naluns - Chamanna Naluns (retour),2 - medium,Winter hiking,3.87,01:30,224,2150,2360,3,3
984830,SNOOC - Rinerhorn-Schlittelbahn,2 - medium,Sledge,3.11,00:07,0,1459,2053,3,3
1002699,Sils - Val Fex,2 - medium,Winter hiking,6.85,02:05,265,1808,2073,2,3
287652,Chur – Ilanz,2 - medium,Cycling,49.92,04:48,1249,559,1581,3,3
942093,Gotschnagrat - Serneuser Schwendi,2 - medium,Ski-Freeride,1.97,00:05,0,1633,2202,3,3
510077,Chur - Trimmis - Haldenstein - Chur,1 - easy,Cycling,26.38,02:15,139,539,655,1,2
150252,Engadin Nationalpark,0 - no rating,Hiking,86.7,38:02,6395,1131,3080,0,0
98654,Brambi Flow (701),1 - easy,Mountainbike,2.4,00:10,0,1186,1593,2,2
93577,301 - Pian Cales,2 - medium,Winter hiking,6.36,01:55,195,1605,1796,0,4
42535,Round trip Chur Rhine Valley - Bündner Herrschaft,2 - medium,Cycling,56.13,04:00,256,494,683,1,4
65673,Piz Badus / Six Madun,2 - medium,Ski tour,14.18,04:00,1105,1629,2879,3,3
92102,Nationalpark: Stille Wanderung durch’s Spöltal,2 - medium,Hiking,7.57,03:30,250,1644,1831,3,2
53641,Sedrun - Tgom  Gipfeltour,2 - medium,Snowshoe,10.37,04:00,834,1351,2183,2,3
42401,Calanda (hut) round trip,3 - difficult,Hiking,23.08,07:00,1530,562,2083,3,5
132821,Blick zum Rhein (Cross Country),1 - easy,Mountainbike,20.0,02:50,778,1143,1681,2,2
863017,Sport am Berg in Sedrun,2 - medium,Hiking,4.23,02:05,775,1436,2203,0,4
538870,STRAIGHTline,3 - difficult,Mountainbike,1.75,00:05,0,1494,1899,6,0
129863,Heinzenberger Waldroute,2 - medium,Mountainbike,22.66,02:30,610,622,923,3,3
87246,Wetterwichtweg Heidbüel,2 - medium,Thematic route,2.68,01:15,165,1764,1932,4,3
95965,Tüfelstein - Promisaun Rundtour (markierter Trail Nr. 12),2 - medium,Snowshoe,6.07,02:30,398,1336,1734,3,3
50153,Eggberg 2202 m,1 - easy,Ski tour,4.0,02:00,750,1460,2201,2,2
87339,814 Schlittelweg Milez- Dieni mit Sessellift-Aufstieg,1 - easy,Sledge,4.01,00:20,13,1428,1876,1,1
129803,Rundtour Tschappina,2 - medium,Mountainbike,9.5,01:00,360,1550,1817,3,2
503332,Davos Klosters E-Bike Hütten-Tour (Etappe 2),3 - difficult,Cycling,50.85,05:30,2064,1187,2479,4,6
1034249,Brigels Bella Vista,1 - easy,Cycling,9.13,00:50,250,1036,1286,0,2
132769,Rundwanderung Versam - Arezen - Versam,1 - easy,Hiking,6.1,02:30,317,902,1190,2,2
170361,Märchenweg Samnaun im Winter (W8),1 - easy,Winter hiking,2.64,00:40,71,1819,1890,0,2
181761,Für Gipfelstürmer: Rundwanderung Mattjisch Horn,1 - easy,Hiking,8.45,03:00,460,2000,2461,2,2
56960,Muttler,3 - difficult,Hiking,13.66,05:55,1453,1842,3295,4,6
181271,Rheinwanderung (6 Etappen),2 - medium,Hiking,84.02,23:00,663,590,2368,2,4
66623,Chamanna Cluozza – Vallun Chafuol,2 - medium,Hiking,7.48,03:59,794,1656,2540,3,4
83911,GPS Brambrüesch-Pradaschier (via Dreibündenstein - grosse Route),1 - easy,Hiking,12.26,04:23,601,1209,2172,2,1
505552,"""Sentisch Horn (2827 M. ü. M.)""",2 - medium,Ski tour,7.86,02:30,864,1962,2825,3,3
95845,Panoramaweg,2 - medium,Winter hiking,11.94,02:30,461,1704,1980,0,4
67718,Girenspitz,2 - medium,Ski tour,12.23,03:10,984,1359,2343,3,3
132257,Corvatsch Murtèl - Chamanna Coaz - Val Roseg,2 - medium,Hiking,23.85,06:45,289,1783,2754,3,4
53189,Glattwang 2376 m / Abfahrt Fideris,2 - medium,Ski tour,7.86,01:00,387,899,2375,3,3
92091,Nationalpark: Tierparadies Murtersattel,2 - medium,Hiking,15.49,07:15,1543,1468,2547,4,4
42387,Mittenberg round trip,1 - easy,Mountainbike,12.1,01:40,520,585,111,2,2
52598,Clemgia – Lai Nair,2 - medium,Hiking,14.22,06:30,529,1187,1567,3,4
805136,Transruinaulta Trailmarathon,3 - difficult,Trailrunning,42.72,06:00,1951,628,1154,4,5
132253,Diavolezza - Munt Pers,1 - easy,Hiking,3.88,01:35,240,2968,3206,2,2
432251,Ninos Gold-Trail by ÖKK,2 - medium,Mountainbike,3.68,00:35,242,1489,1551,3,4
56942,Schellen-Ursli-Weg,2 - medium,Thematic route,3.53,01:15,280,1666,1905,2,3
572053,St. Moritz Runde (E-Mountainbike),2 - medium,Cycling,5.18,00:46,228,1772,2000,3,1
539352,Antennatrail,0 - no rating,Mountainbike,4.27,00:20,2,1165,1761,0,0
538876,Rinerhorn - Monstein,2 - medium,Hiking,8.65,02:35,70,1622,2063,0,3
564887,53 Bernina-Tour: Etappe 2 Berninapass-Diavolezza,3 - difficult,Hiking,8.76,04:00,805,2223,3002,5,4
72163,"Via Engiadina Winter. Etappe 3, Ardez – Scuol",2 - medium,Winter hiking,12.19,03:30,266,1280,1644,2,3
567236,53 Bernina-Tour: Etappe 1 Poschiavo-Berninapass,2 - medium,Hiking,14.62,06:00,1254,1011,2264,2,4
547745,Samnaun - Bruneck/Reischach,0 - no rating,Hiking,220.0,03:24,2824,324,2098,0,0
41715,35.10 Walserweg Graubünden Etappe 10: Juf - Alp Flix,2 - medium,long-distance walking trail,17.88,07:15,1310,1467,2838,3,4
198717,Rundwanderung Ilanz,1 - easy,Hiking,10.56,02:50,134,692,792,1,2
132361,Madulain - Zuoz,1 - easy,Winter hiking,3.37,00:51,25,1667,1697,0,2
35105,Alpine track from Madrisa across Jägglischhorn to St. Antönien,2 - medium,Hiking,12.78,04:21,620,1410,2256,4,4
78720,Einfache Runde Pradella,1 - easy,Hiking,7.02,01:55,90,1136,1235,2,2
226374,Grottenstein - mystische Burgruine,1 - easy,Hiking,2.85,01:15,268,567,835,2,2
109466,Oberalppass -Lolenpass-Andermatt,3 - difficult,Mountainbike,19.66,02:30,574,1442,2404,3,3
82298,S.Bernardino - Val Curciusa - Madesimo (Italien),0 - no rating,Hiking,33.82,12:01,2251,1540,2548,0,0
300049,Rundwanderung Meierhof - Tusa - Meierhof,1 - easy,Winter hiking,4.28,01:30,78,1199,1277,2,2
906981,Via Alpina - Montafon - St. Antönien bis Gargellen,3 - difficult,Hiking,10.46,05:15,963,1408,2377,0,5
129757,Avers-Juppa - Avers-Juf,1 - easy,Winter hiking,2.69,00:45,138,2010,2124,0,2
491089,Rheinschlucht Bahnwanderung: Reichenau - Trin Station,1 - easy,Hiking,4.92,01:16,17,591,608,0,1
108573,Fuorcla Val dal Botsch : Die Drei-Täler-Tour,2 - medium,Hiking,17.77,06:45,1137,1649,2678,4,3
83984,Hüttenzustieg Älplibahn - Schesaplanahütte,2 - medium,Hiking,18.63,06:15,815,603,2042,3,4
132450,Corvatsch - Hahnensee - St.Moritz,2 - medium,Hiking,10.51,03:11,115,1772,2698,2,3
332889,Alpine Hüttenwanderung Kesch-Trek (Etappe 4),2 - medium,Hiking,20.39,05:59,78,1361,2594,0,4
421201,Vom Piz Scalottas nach Churwalden,2 - medium,Hiking,12.01,04:45,173,1240,2322,0,4
29419,Winterwanderweg Schuderser Maiensäss,2 - medium,Winter hiking,5.72,02:45,400,1285,1635,1,3
129806,Rundwanderung Surettatal,2 - medium,Hiking,12.14,04:30,670,1339,1751,2,4
132462,Bahnentour Davos Klosters,3 - difficult,Mountainbike,104.04,08:30,635,808,2693,6,6
132456,Auf den Spuren Kirchners (1880 - 1938),2 - medium,Hiking,13.4,03:30,510,1507,1991,2,4
127433,STM-DW - Alp Arpiglia - Lej da Prastinaun,2 - medium,Hiking,13.64,04:45,810,1664,2445,3,4
1034253,Runda Sinestra,2 - medium,Cycling,36.17,03:25,1052,1112,1974,0,3
541520,Sogn Carli (All Mountain),2 - medium,Mountainbike,33.52,05:00,1333,698,1612,3,4
129771,370 Libi-Rundweg,2 - medium,Winter hiking,9.0,03:30,480,1547,2019,2,3
506888,Laax Dorf - Laax Talstation,1 - easy,Winter hiking,2.42,00:44,91,1017,1103,1,2
89313,Schlittada-Panoramica,0 - no rating,Sledge,10.23,01:30,44,1257,2154,0,0
98034,Weisshorngipfel - Sattelhütte - Mittelstation,2 - medium,Winter hiking,3.48,01:48,634,2010,2644,3,4
224330,E-Bike Tour von St. Antönien zum Bärgli,1 - easy,Cycling,14.68,01:45,725,1413,2135,1,2
131580,Untervaz,2 - medium,Hiking,15.8,05:30,966,561,1527,2,4
280965,Motta Naluns – Alp Clünas – Alp Laret – Ftan – Scuol,2 - medium,Hiking,15.0,04:45,358,1290,2508,2,3
506725,Kurze Rheinschlucht Runde mit ÖV,2 - medium,Trailrunning,12.67,02:21,414,621,866,3,3
354747,Rundweg Munsaus (Kinderwagentauglich),2 - medium,Hiking,8.9,02:30,238,1033,1284,2,3
141182,Forno Panoramaweg - Rundtour,3 - difficult,Hiking,17.07,08:30,800,1787,2750,4,5
513564,Raschainas - Alp Fops,1 - easy,Snowshoe,2.38,01:06,223,1664,1887,0,2
132274,Smaragdweg St. Moritz - Sils,2 - medium,Hiking,16.97,04:30,213,1769,1904,1,4
691452,Tschiertschen - Urdenfürggli - Lenzerheide (04),0 - no rating,Hiking,14.29,05:41,1216,1332,2546,0,0
175557,Bahnentour Engadin St. Moritz,2 - medium,Mountainbike,89.76,18:20,5761,1699,3023,3,4
257953,"Arosa, Talstation Hörnli über Älpisee, Weishorn nach Meran",2 - medium,Hiking,17.56,04:06,1109,1827,2643,5,5
127519,"""STM-DW - Chamanna dEs-cha""",3 - difficult,Hiking,14.7,06:25,897,1686,2594,0,5
108663,Weisshorngipfel – Sattelhütte – Scheidegg – Mittelstation,2 - medium,Winter hiking,7.45,03:19,79,1939,2648,2,3
853393,Churwalden - Windegga - Fuulberg - Stätzerhorn,2 - medium,Trailrunning,12.31,03:20,1554,1242,2574,4,3
43379,Via Sett 4: Über den Septimerpass,2 - medium,Thematic route,13.43,03:10,557,1460,2320,3,4
89626,2-Tagestour T4 Pass Nalps - Cadlimohütte,3 - difficult,High tour,27.42,11:00,1478,1910,2725,0,5
137232,Alpleben Somtgant-Radons (Kinderwagengerecht),1 - easy,Thematic route,6.5,01:51,115,1867,2218,1,2
74495,"Engadin St. Moritz Ultraks Trail ""30K""",2 - medium,Trailrunning,30.1,-,1719,1759,2746,3,4
86295,699 Panyer Rundweg,2 - medium,Hiking,15.93,05:49,984,1336,2195,4,4
152851,Surselva 3 Tages-Rundtour (E-Mountainbike),2 - medium,Cycling,110.84,12:00,3369,698,1681,2,3
74494,"Engadin St. Moritz Ultraks Trail ""16K""",1 - easy,Trailrunning,16.3,-,1300,1814,2716,2,2
1034258,Runda Curnera,2 - medium,Racing,50.67,03:05,1208,1140,2044,0,3
132719,Von der Val Lumnezia nach Obersaxen,3 - difficult,Snowshoe,12.19,06:00,803,1255,2182,0,5
129941,"Ein Berg im Fluss, Glaspass",2 - medium,Thematic route,7.27,02:45,393,1813,2123,0,3
1000760,Gadäwäg Klosters,1 - easy,Hiking,3.89,01:10,109,1277,1389,0,2
894233,Pelegrinadi - Mit Sinnen und Sinn von Kirche zu Kirche,1 - easy,Thematic route,18.57,05:00,813,957,1555,2,2
524969,Bike-Trail Chè d’Mot,2 - medium,Mountainbike,4.25,00:55,226,1787,2013,4,3
132169,Never End Trail (695),3 - difficult,Mountainbike,7.25,00:25,1,1086,2213,6,3
69078,Sent - Vastur (retour),1 - easy,Winter hiking,6.17,02:00,225,1430,1656,2,2
132196,Rundwanderung: Trin Porclis,1 - easy,Hiking,4.6,01:15,104,779,867,1,2
535876,Urdental Trail,3 - difficult,Mountainbike,2.13,00:33,153,2392,2545,4,3
848634,Motta Naluns – Alp Laret – Val Tasna – Scuol,3 - difficult,Mountainbike,23.54,03:00,603,1294,2512,4,4
421217,Seenwanderung über das Rothorn nach Lenzerheide,2 - medium,Hiking,11.06,05:20,1131,1730,2855,3,4
132919,Orte der Magie - Lumbrein,2 - medium,Hiking,8.75,03:00,306,1321,1554,1,3
52725,Fuorcla Salet,3 - difficult,Hiking,14.62,07:15,1450,1507,2825,6,6
481559,FLI-WIW - Falera dorp,1 - easy,Winter hiking,3.41,02:00,80,1200,1248,1,0
129889,Lai da Vons,2 - medium,Hiking,12.39,05:00,795,978,2136,3,4
163572,Helsana Trail Chur: Mittlerer Trail,2 - medium,Running,10.19,01:42,267,641,864,2,4
163538,Schneeschuhwanderung Cavaglia,0 - no rating,Snowshoe,3.83,01:15,69,1692,1761,0,0
691516,Bella Vista Brigels (Gravel),1 - easy,Cycling,9.17,01:00,274,1036,1286,1,1
229755,Wanderung zum Lai Tigiel,0 - no rating,Hiking,20.3,07:15,1476,1204,2540,0,0
129870,"Kindererlebnisweg «Zwergenwald», Andeer",1 - easy,Thematic route,1.72,01:30,76,978,1067,0,2
697132,FlI-HDW - Stadswandeling Chur,0 - no rating,Hiking,3.42,00:56,65,584,649,0,0
129936,Curtginatsch,3 - difficult,Mountainbike,30.82,05:30,1438,978,2343,5,6
19182,GPS Albula-Tour,2 - medium,Mountainbike,48.17,05:00,1296,834,1520,3,4
129812,Feldis - Dreibündenstein - Rundwanderung,3 - difficult,Hiking,15.34,05:30,757,1470,2159,2,5
563585,"Schanfigger Höhenweg, 3. Etappe, Arosa - Sapün",2 - medium,long-distance walking trail,11.28,04:00,600,1605,2085,4,4
613201,FLI-RACE - Flims - Ilanz - Valendas,0 - no rating,Cycling,30.14,02:42,553,669,1112,0,0
23697,Trin Mulin – Ruinaulta – Valendas,0 - no rating,Hiking,10.17,02:30,364,619,886,0,0
132192,Panorama Höhenwanderung: Crap Sogn Gion - Fuorcla - Alp Nagens,2 - medium,Hiking,9.49,02:45,365,1954,2309,2,3
129968,Schlittelweg Nufenen,1 - easy,Sledge,1.94,00:45,1,1569,1750,0,2
167118,Wanderung Hängebrücke Val da Tersnaus,1 - easy,Hiking,3.16,01:15,217,932,1108,1,2
132859,"Um Su Rundtour, Lumbrein",2 - medium,Hiking,16.88,06:30,1122,1383,2418,2,4
84011,Schlittelweg Brün,2 - medium,Sledge,3.05,02:00,325,1290,1615,0,4
935513,Alp Rona,0 - no rating,Hiking,7.96,02:42,437,1351,1764,0,0
17622,Kronenjoch,3 - difficult,Hiking,20.77,07:15,797,1582,2973,4,5
269640,viaSpluga: von Zillis nach Andeer,2 - medium,Hiking,6.76,01:52,164,932,1093,2,3
80696,Savognin - Tinizong - Savognin (Kinderwagengerecht),1 - easy,Hiking,6.23,02:00,170,1172,1321,2,2
63575,Route Preda – Preda,1 - easy,Hiking,3.02,00:55,64,1748,1795,2,2
132923,Kartitscha - Miraniga - Meierhof,1 - easy,Sledge,4.1,00:45,0,1314,1798,1,2
1012548,Gfroren Horn,2 - medium,Ski tour,6.48,02:00,882,1862,2744,3,4
487910,E-Bike: Sapün Runde,2 - medium,Mountainbike,24.88,03:45,1031,1261,1832,2,4
362616,Corviglia Attack,2 - medium,Trailrunning,25.27,05:15,1357,1772,2763,3,3
