title,difficulty,sport,length,time,climb,minmax,technique,fitness,ID
['Kraftorte im Bavonatal'],['easy'],['Thematic route'],4.46km,01:30h,237hm,585 - 737m,rating-,rating-2,180234
['Trekking dei laghetti alpini - 3 Etappe: Robiei-Maria Luisa Hütte'],['medium'],['Hiking'],9.41km,04:00h,810hm,"1,855 - 2,635m",rating-4,rating-4,405223
['Monte Gambarogno Trail'],['medium'],['Trailrunning'],7.55km,01:40h,380hm,"981 - 1,724m",rating-3,rating-3,89324
['Via Alta Vallemaggia - 6.Etappe: Barone Hütte-Fusio'],['difficult'],['Hiking'],13.85km,07:30h,"1,056hm","1,279 - 2,328m",rating-,rating-5,101993
['Von Rasa - Pizzo Leone - Corona dei Pinci nach Ronco sopra Ascona'],['medium'],['Hiking'],14.11km,05:28h,778hm,"226 - 1,644m",rating-3,rating-4,336245
['Itinerary Piano di Magadino'],['easy'],['Cycling'],41.83km,02:58h,98hm,194 - 258m,rating-1,rating-2,474073
['Trekking dei laghetti alpini - 1 Etappe: Fusio-Poncione di Braga Hütte'],['difficult'],['Hiking'],11.81km,06:30h,"1,680hm","1,289 - 2,482m",rating-5,rating-5,405272
['Nufenenpass: Airolo - Ulrichen'],['difficult'],['Racing'],37.21km,02:30h,"1,339hm","1,142 - 2,478m",rating-2,rating-5,260856
['Kraftorte im Verzascatal'],['easy'],['Thematic route'],9.18km,03:10h,503hm,"918 - 1,329m",rating-,rating-2,180175
['Alpi Bedretto Bike'],['medium'],['Mountainbike'],23.55km,03:28h,403hm,"1,176 - 1,907m",rating-4,rating-4,455700
['Kraftorte des Onserononetals'],['medium'],['Thematic route'],13.38km,05:20h,"1,076hm","1,083 - 1,975m",rating-2,rating-4,859950
['Brüsacü Bike'],['difficult'],['Mountainbike'],24.62km,05:41h,"1,285hm","506 - 1,791m",rating-5,rating-6,452369
['Brione Verzasca-Rifugio Sambuco-Sonogno'],['difficult'],['long-distance walking trail'],23.9km,10:15h,"2,019hm","756 - 2,518m",rating-5,rating-5,524981
['Hiking to Tremorgio and Morghirolo Lakes'],['difficult'],['long-distance walking trail'],23.61km,08:40h,"1,642hm","945 - 2,480m",rating-5,rating-5,461549
['Etappe 2: Capanna Tomeo-Pertüs-Monti di Predee-Prato Sornico'],['medium'],['long-distance walking trail'],10.2km,03:54h,419hm,"743 - 2,156m",rating-3,rating-4,272901
['Cancorì Bike'],['difficult'],['Mountainbike'],23.98km,04:27h,"1,033hm","535 - 1,568m",rating-5,rating-6,444836
['Via Alta Vallemaggia - 2.Etappe: Alpe Nimi Hütte - Alpe Masnee Hütte'],['difficult'],['Hiking'],4.63km,03:30h,645hm,"1,715 - 2,258m",rating-,rating-5,101997
['Giumaglio-Alpe Spluga-Giumaglio'],['medium'],['long-distance walking trail'],15km,08:00h,"1,691hm","352 - 1,877m",rating-3,rating-4,272890
['Historisch-kultureller Weg'],['easy'],['Thematic route'],6.46km,02:30h,461hm,429 - 890m,rating-1,rating-2,109594
['Lodano-Soláda-Castèll-Lodano'],['easy'],['long-distance walking trail'],7.11km,03:30h,790hm,362 - 884m,rating-2,rating-2,101618
['Sentiero Lago di Origlio'],['easy'],['Hiking'],6.27km,01:46h,111hm,418 - 621m,rating-1,rating-1,549001
['Auressio – Cresmino – Gerbi - Cavigliano'],['easy'],['Hiking'],6.71km,02:45h,398hm,296 - 854m,rating-2,rating-2,1006850
['Lodano-Alp da Tramón-Lodano'],['medium'],['long-distance walking trail'],17.94km,08:30h,"1,930hm","362 - 1,844m",rating-2,rating-3,101591
['Acquacalda - Alp Dötra'],['easy'],['Snowshoe'],8.55km,03:00h,421hm,"1,704 - 1,925m",rating-2,rating-2,61595
['Intragna-Calascio-Mosogno'],['medium'],['Hiking'],8.45km,03:50h,899hm,"337 - 1,012m",rating-3,rating-4,1006846
['Lai Blau'],[],['Hiking'],8km,03:00h,550hm,"1,900 - 2,450m",rating-2,rating-3,7873
['Etappe 2: Alpe Nimi-Aiarlo-Malai-Gordevio'],['medium'],['long-distance walking trail'],8.53km,03:11h,32hm,"315 - 1,722m",rating-3,rating-3,272898
['Valle di Blenio Bike'],['medium'],['Mountainbike'],26.2km,04:00h,171hm,291 - 907m,rating-3,rating-2,452368
['Von Rasa - Pizzo Leone - Corona dei Pinci nach Ronco sopra Ascona'],['medium'],['Hiking'],14.11km,05:28h,778hm,"226 - 1,644m",rating-3,rating-4,336245
['Etappe 1: Piano di Peccia- Berghütte Poncione di Braga'],['medium'],['long-distance walking trail'],5.91km,02:42h,970hm,"1,032 - 2,002m",rating-3,rating-3,272856
['Etappe 2: Capanna Cornavòsa-Lavertezzo'],['difficult'],['long-distance walking trail'],10.92km,03:55h,224hm,"537 - 1,991m",rating-5,rating-5,525017
"[""Lodano-Castèll-Mött di Còll-Ör Gröss-C'öll-Mognèe d Zótt-Lodano""]",['medium'],['long-distance walking trail'],11.61km,06:10h,"1,373hm","363 - 1,325m",rating-2,rating-3,101594
['Veloroute Vallemaggia - Etappe 2: Locarno-Cavergno'],['medium'],['Cycling'],35.51km,04:00h,460hm,195 - 463m,rating-1,rating-3,107981
['Der Lehrpfad Zwischen Berg und See - 2.Etappe: San Nazzaro-Magadino'],['easy'],['Thematic route'],6.01km,02:30h,212hm,194 - 392m,rating-,rating-2,368293
['Pizzo Cassinello (3103 m)'],[],['Hiking'],5.8km,10:00h,"1,500hm","1,635 - 3,103m",rating-4,rating-6,7816
['Von Mornera via Alpe Albagno und Cima dell Uomo nach Vogorno'],['medium'],['Hiking'],16.8km,07:00h,"1,175hm","460 - 2,390m",rating-4,rating-4,696090
['Gerra Verzasca-Cazzai-Gerra Verzasca'],['medium'],['Hiking'],12.12km,05:30h,"1,143hm","797 - 1,875m",rating-4,rating-4,524976
['Val Colla'],['difficult'],['Mountainbike'],42.75km,08:38h,"1,790hm","454 - 1,621m",rating-4,rating-5,70919
['Die 5-Seen-Wanderung am Gotthard'],['medium'],['Hiking'],13.32km,04:28h,489hm,"2,075 - 2,530m",rating-4,rating-4,101094
['Etappe 2: Capanna Alzasca-Cevio'],['medium'],['long-distance walking trail'],9.57km,03:32h,141hm,"416 - 1,774m",rating-3,rating-4,272871
['Vogorno-Capanna Borgna-Lavertezzo'],['difficult'],['long-distance walking trail'],21.17km,09:45h,"1,992hm","491 - 2,219m",rating-5,rating-5,525015
['Swiss fine wine trail - vignoble du Mendrisiotto'],['easy'],['Thematic route'],8.29km,02:35h,265hm,331 - 508m,rating-1,rating-2,114370
['Trekking dei laghetti alpini - 5 Etappe: Cristallina Hütte-Fusio'],['difficult'],['Hiking'],18.2km,07:30h,600hm,"1,281 - 2,570m",rating-5,rating-4,405256
['Von Rasa - Pizzo Leone - Corona dei Pinci nach Ascona'],['medium'],['Hiking'],14.99km,05:30h,748hm,"316 - 1,644m",rating-3,rating-4,688534
['Der Lehrpfad Zwischen Berg und See - 3.Etappe: Magadino-Contone'],['medium'],['Thematic route'],10.48km,03:00h,348hm,193 - 392m,rating-,rating-3,368294
['Etappe 1: Brione Verzasca-Capanna Starlaresc'],['difficult'],['long-distance walking trail'],8.35km,05:25h,"1,542hm","756 - 2,141m",rating-5,rating-4,524979
['Itinerary Blenio - Lucomagno'],['medium'],['Cycling'],59.38km,05:16h,"1,792hm","292 - 1,974m",rating-2,rating-4,463972
['Diga Verzasca-Vogorno-Corippo (Bivio)'],['medium'],['Hiking'],8.07km,03:10h,584hm,473 - 602m,rating-3,rating-3,525016
['Percorso Campo Vallemaggia 965'],['medium'],['Snowshoe'],4.84km,02:30h,276hm,"1,309 - 1,543m",rating-,rating-3,912379
['Von Alpe di Neggia via Monte Tamaro - Monte Gradiccioli - Monte Lema nach Breno'],['medium'],['Hiking'],17.4km,05:45h,"1,120hm","773 - 1,962m",rating-2,rating-2,731570
['Trekking dei laghetti alpini - 3 Etappe: Robiei-Maria Luisa Hütte'],['medium'],['Hiking'],9.41km,04:00h,810hm,"1,855 - 2,635m",rating-4,rating-4,405223
['North-South Route: Airolo-Bellinzona'],['easy'],['Cycling'],64.87km,04:12h,33hm,"226 - 1,162m",rating-1,rating-2,463974
['Von Isone über den Camoghè 2.227m nach Colla'],['difficult'],['Hiking'],20.59km,06:34h,"1,600hm","755 - 2,227m",rating-4,rating-4,148360
['Via del Ferro - Morobbia Valley'],['medium'],['long-distance walking trail'],15.94km,05:39h,860hm,"933 - 1,677m",rating-3,rating-3,487912
['Fusio-Lago Mognola-Fusio'],['medium'],['Hiking'],8.9km,04:10h,838hm,"1,279 - 2,079m",rating-3,rating-4,272847
['Kraftorte im Bavonatal'],['easy'],['Thematic route'],4.46km,01:30h,237hm,585 - 737m,rating-,rating-2,180234
['Lugano Bike Nr. 66 - Etappe 3 - Rivera - Miglieglia'],['difficult'],['Mountainbike'],38.59km,06:50h,"1,718hm","470 - 1,891m",rating-6,rating-6,1000571
['Isone Bike - Nr. 361'],['difficult'],['Mountainbike'],26.72km,03:40h,987hm,"450 - 1,101m",rating-6,rating-3,1000654
['Cross Country Circuit Rivera'],['medium'],['Mountainbike'],5.81km,00:45h,89hm,472 - 562m,rating-3,rating-1,1000668
['Monte Gambarogno Trail'],['medium'],['Trailrunning'],7.55km,01:40h,380hm,"981 - 1,724m",rating-3,rating-3,89324
['Von Mornera via Alpe Albagno und Cima dell Uomo nach Vogorno'],['medium'],['Hiking'],16.8km,07:00h,"1,175hm","460 - 2,390m",rating-4,rating-4,696090
['Paradiso - Monte Arbostora - Paradiso'],['medium'],['Mountainbike'],32.69km,04:05h,776hm,273 - 795m,rating-1,rating-3,996886
['Der Panoramaweg'],['difficult'],['Hiking'],11.08km,04:31h,847hm,"723 - 1,817m",rating-4,rating-6,549724
['Die Kraftorte in Fusio-Mogno'],['easy'],['Thematic route'],1.86km,00:33h,14hm,"1,182 - 1,290m",rating-,rating-1,180236
['Etappe 2: Alpe Canaa-Alpe di Pii-Soláda d Zóra-Lodano'],['medium'],['long-distance walking trail'],8.98km,03:15h,96hm,"335 - 1,841m",rating-2,rating-3,272907
['Piano di Peccia-Capanna Poncione di Braga-Piano di Peccia'],['medium'],['long-distance walking trail'],17.03km,07:15h,"1,405hm","1,032 - 2,359m",rating-3,rating-4,272848
['Cancorì Bike'],['difficult'],['Mountainbike'],23.98km,04:27h,"1,033hm","535 - 1,568m",rating-5,rating-6,444836
['Lodano-Soláda-Castèll-Lodano'],['easy'],['long-distance walking trail'],7.11km,03:30h,790hm,362 - 884m,rating-2,rating-2,101618
['Etappe 1: Gordevio-Brunescio-Alpe Nimi'],['medium'],['long-distance walking trail'],6.62km,03:22h,"1,407hm","315 - 1,722m",rating-3,rating-3,272878
['Cimalmotto-Lago di Sfii-Cimalmotto'],['medium'],['Hiking'],12.65km,04:40h,848hm,"1,284 - 1,911m",rating-3,rating-4,272869
['Lavertezzo-Brione Verzasca'],['easy'],['Hiking'],6.59km,02:00h,340hm,535 - 757m,rating-2,rating-2,525019
['Monte Comino – In di Mètri – Monte Comino'],['easy'],['Hiking'],6.02km,02:20h,425hm,"1,103 - 1,252m",rating-2,rating-2,1006854
['Sentiero Valle Verzasca 456'],['easy'],['Winter hiking'],6.1km,02:00h,120hm,868 - 949m,rating-,rating-2,912394
['Von Rasa - Pizzo Leone - Corona dei Pinci nach Ronco sopra Ascona'],['medium'],['Hiking'],14.11km,05:28h,778hm,"226 - 1,644m",rating-3,rating-4,336245
['Lugano e-MTB Tour - Etappe 2'],['medium'],['Cycling'],48.21km,03:45h,753hm,271 - 938m,rating-3,rating-1,1008017
['Acquacalda - Alp Dötra'],['easy'],['Snowshoe'],8.55km,03:00h,421hm,"1,704 - 1,925m",rating-2,rating-2,61595
['Loco - Vosa - Intragna'],['medium'],['Hiking'],5.98km,02:10h,277hm,337 - 683m,rating-2,rating-3,1006838
['Bedretto'],['difficult'],['Mountainbike'],35.2km,04:30h,913hm,"1,142 - 2,115m",rating-4,rating-5,310035
['Wanderwege durch die Weinberge - 1'],['easy'],['Thematic route'],12km,03:00h,316hm,347 - 511m,rating-1,rating-3,74009
['Alpi Bedretto Bike'],['medium'],['Mountainbike'],23.55km,03:28h,403hm,"1,176 - 1,907m",rating-4,rating-4,455700
['Intragna-Calascio-Mosogno'],['medium'],['Hiking'],8.45km,03:50h,899hm,"337 - 1,012m",rating-3,rating-4,1006846
['Vergeletto-Capanna Arena-Alpe Porcaresc-Vergeletto'],['medium'],['long-distance walking trail'],28.71km,09:25h,"1,473hm","896 - 1,847m",rating-3,rating-4,1006859
['Gerra Verzasca-Cazzai-Gerra Verzasca'],['medium'],['Hiking'],12.12km,05:30h,"1,143hm","797 - 1,875m",rating-4,rating-4,524976
"['Familientour zu Lago Ritom, Lago di Tom und Lago Cadagno']",['medium'],['Hiking'],14.51km,04:30h,466hm,"1,793 - 2,077m",rating-2,rating-3,129246
['Von Spruga via Capellone und Pizzo Ruscada nach Camedo (Centovalli)'],['medium'],['Hiking'],15km,06:15h,"1,235hm","533 - 2,003m",rating-3,rating-3,698811
['Etappe 2: Alpe Canaa-Alpe di Pii-Soláda d Zóra-Lodano'],['medium'],['long-distance walking trail'],8.98km,03:15h,96hm,"335 - 1,841m",rating-2,rating-3,272907
['Etappe 2: Alpe Nimi-Aiarlo-Malai-Gordevio'],['medium'],['long-distance walking trail'],8.53km,03:11h,32hm,"315 - 1,722m",rating-3,rating-3,272898
['Cimetta Trail'],['medium'],['Trailrunning'],13.24km,02:50h,598hm,"728 - 1,868m",rating-3,rating-3,89333
['Camedo-Bordei-Terra Vecchia-Rasa'],['medium'],['Hiking'],10.88km,04:45h,"1,036hm",499 - 919m,rating-3,rating-4,1006855
['Trekking Lucomagno - Passo del sole - Altanca'],['difficult'],['Snowshoe'],14.84km,06:30h,772hm,"1,426 - 2,376m",rating-3,rating-5,108114
['Etappe 2: Capanna Alzasca-Cevio'],['medium'],['long-distance walking trail'],9.57km,03:32h,141hm,"416 - 1,774m",rating-3,rating-4,272871
['San Gottardo Tour'],['medium'],['Cycling'],26.26km,02:23h,963hm,"1,142 - 2,104m",rating-2,rating-3,463922
['Bignasco-Rima-Prato Sornico'],['medium'],['Hiking'],10.55km,03:50h,842hm,"437 - 1,144m",rating-2,rating-3,272904
['Lugano Bike Nr. 66'],['difficult'],['Mountainbike'],119.57km,17:05h,"3,999hm","251 - 1,891m",rating-6,rating-6,1000546
['Der Panoramaweg'],['difficult'],['Hiking'],11.08km,04:31h,847hm,"723 - 1,817m",rating-4,rating-6,549724
['Lugano e-MTB Tour'],['medium'],['Cycling'],230.8km,26:20h,"6,549hm","250 - 1,673m",rating-3,rating-1,1006940
['Diga Verzasca-Vogorno-Corippo (Bivio)'],['medium'],['Hiking'],8.07km,03:10h,584hm,473 - 602m,rating-3,rating-3,525016
['Track for sledges in Pian Nara - Cancorì'],[],['Sledge'],3.93km,00:16h,5hm,"1,464 - 1,936m",rating-,rating-0,507989
['Locarno Trail'],['medium'],['Trailrunning'],16.3km,04:00h,989hm,"398 - 1,007m",rating-1,rating-3,194344
['Brione Verzasca-Rifugio Sambuco-Sonogno'],['difficult'],['long-distance walking trail'],23.9km,10:15h,"2,019hm","756 - 2,518m",rating-5,rating-5,524981
['Lodano-Alpe Canaa-Lodano'],['difficult'],['long-distance walking trail'],16.48km,07:40h,"1,790hm","335 - 1,843m",rating-3,rating-5,101593
['Monte Comino – In di Mètri – Monte Comino'],['easy'],['Hiking'],6.02km,02:20h,425hm,"1,103 - 1,252m",rating-2,rating-2,1006854
['Sentiero Valle Verzasca 456'],['easy'],['Winter hiking'],6.1km,02:00h,120hm,868 - 949m,rating-,rating-2,912394
['Intragna-Calascio-Mosogno'],['medium'],['Hiking'],8.45km,03:50h,899hm,"337 - 1,012m",rating-3,rating-4,1006846
['Isone Bike - Nr. 361'],['difficult'],['Mountainbike'],26.72km,03:40h,987hm,"450 - 1,101m",rating-6,rating-3,1000654
['Kraftorte des Monte Gambarogno'],['medium'],['Thematic route'],10.06km,04:00h,751hm,"1,290 - 1,688m",rating-,rating-3,180235
['The three Medieval castles of Bellinzona'],['easy'],['Hiking'],5.43km,01:52h,282hm,225 - 459m,rating-2,rating-2,461550
['Foroglio-Calnègia-Foroglio'],['medium'],['Hiking'],8.42km,02:55h,466hm,"682 - 1,110m",rating-2,rating-3,272850
['Percorso Vallemaggia: Bellinzona-Cavergno'],['medium'],['Cycling'],57.09km,06:00h,550hm,193 - 463m,rating-1,rating-3,172630
['Tessiner Anschlussweg zur Via Jakobi: Dalpe - Airolo'],['medium'],['Pilgrimage'],18.51km,05:35h,493hm,"970 - 1,231m",rating-1,rating-4,525397
['Von Sonogno nach Lavertezzo'],['medium'],['Hiking'],14.1km,04:00h,10hm,535 - 922m,rating-2,rating-4,287882
['Etappe 1: Sonogno-Capanna Barone'],[],['long-distance walking trail'],10.59km,04:30h,"1,290hm","912 - 2,171m",rating-,rating-0,524973
['Losone Trail'],['easy'],['Running'],14.31km,02:11h,96hm,209 - 305m,rating-,rating-2,79777
['Percorso Campo Vallemaggia 965'],['medium'],['Snowshoe'],4.84km,02:30h,276hm,"1,309 - 1,543m",rating-,rating-3,912379
['Etappe 1: Lodano-Castello-Alpe Canaa'],['medium'],['long-distance walking trail'],7.48km,03:40h,"1,508hm","335 - 1,843m",rating-3,rating-4,272906
['Itinerary Blenio - Lucomagno'],['medium'],['Cycling'],59.38km,05:16h,"1,792hm","292 - 1,974m",rating-2,rating-4,463972
['Wanderwege durch die Weinberge - 3'],['medium'],['Thematic route'],16.3km,04:30h,418hm,369 - 582m,rating-3,rating-3,74011
['Monte Tamaro - In the heart of the hills'],['difficult'],['Mountainbike'],64.78km,07:10h,"1,098hm","271 - 1,884m",rating-3,rating-6,1000689
"['Monte Tamaro - Hills and mountains, rivers and lake']",['difficult'],['Mountainbike'],65.6km,07:00h,"1,120hm","271 - 1,884m",rating-3,rating-6,1000700
['Camedo-Bordei-Terra Vecchia-Rasa'],['medium'],['Hiking'],10.88km,04:45h,"1,036hm",499 - 919m,rating-3,rating-4,1006855
['Broglio-Capanna Tomeo-Prato Sornico'],['difficult'],['long-distance walking trail'],14.74km,07:30h,"1,566hm","673 - 2,156m",rating-3,rating-5,272900
['Bovarina Bike'],['medium'],['Mountainbike'],24.92km,06:24h,"1,262hm","892 - 1,979m",rating-4,rating-4,452371
['Tessiner Anschlussweg zur Via Jakobi: Bellinzona - Biasca'],['medium'],['Pilgrimage'],24.76km,06:06h,67hm,225 - 293m,rating-,rating-4,525379
['Die 5-Seen-Wanderung am Gotthard'],['medium'],['Hiking'],13.32km,04:28h,489hm,"2,075 - 2,530m",rating-4,rating-4,101094
['Camedo – Verdasio – Costa – Pila - Intragna'],['medium'],['Hiking'],12.2km,04:30h,721hm,336 - 824m,rating-3,rating-4,1006839
['Gresso – Passo della Bassa – Passo della Maggia – Berzona'],['medium'],['Hiking'],11.83km,05:45h,"1,119hm","712 - 1,972m",rating-3,rating-3,1006852
['Tessiner Anschlussweg zur Via Jakobi: Madonna del Sasso - Bellinzona'],['medium'],['Pilgrimage'],23.59km,06:01h,114hm,195 - 410m,rating-,rating-3,525413
['Rasa – Corona dei Pinci - Intragna'],['medium'],['Hiking'],12.61km,04:40h,692hm,"307 - 1,309m",rating-3,rating-4,1006841
['Wanderung Passo del Lucomagno – Acquacalda'],['medium'],['Hiking'],13.37km,04:05h,470hm,"1,755 - 2,377m",rating-1,rating-3,83735
['North-South Route: Airolo-Bellinzona'],['easy'],['Cycling'],64.87km,04:12h,33hm,"226 - 1,162m",rating-1,rating-2,463974
['Tessiner Alpen'],[],['Hiking'],95.66km,43:47h,"6,670hm","1,106 - 3,038m",rating-,rating-0,135549
['Trekking dei laghetti alpini'],['difficult'],['Hiking'],63.17km,26:30h,"5,020hm","1,281 - 2,698m",rating-5,rating-6,405270
['Frasco-Capanna Efra-Frasco'],['difficult'],['long-distance walking trail'],17.4km,08:55h,"1,832hm","798 - 2,434m",rating-5,rating-5,524990
['Monte Tamaro - On the traces of Lugano Bike'],['difficult'],['Mountainbike'],81.38km,08:55h,"1,567hm","251 - 1,884m",rating-3,rating-6,1000721
['Brione Verzasca-Capanna Starlaresc-Brione Verzasca'],['difficult'],['long-distance walking trail'],15.94km,08:50h,"1,817hm","664 - 2,141m",rating-5,rating-4,524997
['Veloroute Vallemaggia - Etappe 2: Locarno-Cavergno'],['medium'],['Cycling'],35.51km,04:00h,460hm,195 - 463m,rating-1,rating-3,107981
['Intragna-Calascio-Mosogno'],['medium'],['Hiking'],8.45km,03:50h,899hm,"337 - 1,012m",rating-3,rating-4,1006846
['Kraftorte im Verzascatal'],['easy'],['Thematic route'],9.18km,03:10h,503hm,"918 - 1,329m",rating-,rating-2,180175
['Spruga-Alpe Saléi-Comologno'],['medium'],['Hiking'],9.01km,04:15h,893hm,"1,084 - 1,976m",rating-3,rating-3,1006856
['The Greina plateau and its Arch'],['medium'],['long-distance walking trail'],18.16km,06:09h,635hm,"1,606 - 2,372m",rating-4,rating-3,461545
['Greina-Lucomagno: Capanna Scaletta - Capanna Bovarina'],['medium'],['Hiking'],13.18km,05:00h,722hm,"1,208 - 2,204m",rating-3,rating-4,132741
"['Familientour zu Lago Ritom, Lago di Tom und Lago Cadagno']",['medium'],['Hiking'],14.51km,04:30h,466hm,"1,793 - 2,077m",rating-2,rating-3,129246
['Von Rasa - Pizzo Leone - Corona dei Pinci nach Ronco sopra Ascona'],['medium'],['Hiking'],14.11km,05:28h,778hm,"226 - 1,644m",rating-3,rating-4,336245
['Etappe 1: Giumaglio-Arnau-Costa-Alpe Spluga'],['medium'],['long-distance walking trail'],8.11km,04:01h,"1,542hm","352 - 1,877m",rating-3,rating-4,272889
['Avegno-Ponte Brolla-Avegno'],['medium'],['Hiking'],8.63km,02:45h,273hm,252 - 343m,rating-2,rating-3,272903
['Percorso Bosco Gurin 953'],['medium'],['Snowshoe'],4.76km,01:50h,500hm,"1,481 - 1,987m",rating-,rating-4,912391
['Spruga – Monte Comino - Intragna'],['medium'],['long-distance walking trail'],18.64km,08:50h,"1,535hm","336 - 1,878m",rating-3,rating-4,1007981
['Vier - Quellen - Weg: Etappe 3 Vom Gotthardpass zur Reussquelle'],['medium'],['Hiking'],19.58km,07:30h,"1,030hm","1,926 - 2,535m",rating-4,rating-4,262233
['Pizzo dell`uomo Wintergipfel'],['easy'],['Ski tour'],5.55km,02:15h,629hm,"1,916 - 2,544m",rating-2,rating-2,70602
['Valle Verzasca Trail'],['medium'],['Trailrunning'],24.31km,05:00h,"1,070hm",474 - 923m,rating-1,rating-4,89424
['Traversa Infinita'],['medium'],['Mountainbike'],22.26km,03:23h,568hm,"276 - 1,875m",rating-4,rating-4,63630
['Der Kastanien Weg'],['medium'],['Hiking'],14.42km,04:30h,517hm,682 - 955m,rating-3,rating-1,1006960
