title,difficulty,sport,length,time,climb,minmax,technique,fitness,ID
['Stübisberg'],['easy'],['Hiking'],7.96km,02:00h,115hm,441 - 675m,rating-2,rating-2,129557
['Tüfels Keller und Kindermuseum Baden'],['medium'],['Hiking'],11.07km,03:06h,274hm,347 - 788m,rating-,rating-4,476486
['Aareblick'],['easy'],['Hiking'],9.41km,02:30h,57hm,397 - 428m,rating-2,rating-2,129642
"['Rundwanderung Seengen, Aargau']",['easy'],['Hiking'],15km,03:44h,380hm,481 - 715m,rating-1,rating-3,581892
['Industrieweg Aabach: Etappe Lenzburg - Wildegg'],['easy'],['Thematic route'],6.21km,02:30h,31hm,352 - 406m,rating-,rating-2,130819
['Aarelauf'],['medium'],['Hiking'],11.34km,02:30h,75hm,391 - 428m,rating-2,rating-3,129607
['Horben - Sulzer Kreuz - Horben'],['easy'],['Hiking'],6.12km,01:37h,77hm,796 - 858m,rating-,rating-2,254338
['Lindensteak'],['medium'],['Hiking'],11.43km,02:30h,307hm,431 - 637m,rating-2,rating-3,129609
['Fähre'],['easy'],['Hiking'],6.8km,02:15h,39hm,400 - 414m,rating-1,rating-2,129562
['Habsburger Weg 4. Etappe: Baden - Mellingen'],['medium'],['Hiking'],8.41km,02:14h,107hm,349 - 489m,rating-1,rating-3,120900
['St. Burkards-Pilgerweg in Beinwil/Freiamt'],[],['Pilgrimage'],2.13km,00:34h,27hm,551 - 578m,rating-,rating-0,296990
['Veloroute Knonaueramt'],['medium'],['Cycling'],48.19km,03:35h,430hm,380 - 554m,rating-2,rating-4,280171
['Hüslischnegg am Asperstrihen'],['medium'],['Hiking'],5km,01:23h,173hm,670 - 804m,rating-3,rating-3,961881
['Hochwacht'],['medium'],['Hiking'],9.09km,02:30h,258hm,431 - 644m,rating-2,rating-3,129553
['Mit Perimuk zum Haselbrünneli'],['easy'],['Thematic route'],5.13km,02:30h,251hm,390 - 619m,rating-,rating-2,120810
['Die Wynentaler Hügeltour'],['medium'],['Mountainbike'],35.65km,03:00h,650hm,458 - 711m,rating-1,rating-3,174253
['Industrieweg Aabach: Etappe Lenzburg - Wildegg'],['easy'],['Thematic route'],6.21km,02:30h,31hm,352 - 406m,rating-,rating-2,130819
['Zwischen Natur und Kultur im Freiamt'],['medium'],['Cycling'],36.93km,02:15h,248hm,360 - 493m,rating-2,rating-3,120851
['Skulpturenweg Dietwil'],[],['Thematic route'],4.69km,01:16h,89hm,436 - 523m,rating-,rating-0,294700
['Hochwacht'],['medium'],['Hiking'],9.09km,02:30h,258hm,431 - 644m,rating-2,rating-3,129553
['Lindensteak'],['medium'],['Hiking'],11.43km,02:30h,307hm,431 - 637m,rating-2,rating-3,129609
['Mit Perimuk zum Haselbrünneli'],['easy'],['Thematic route'],5.13km,02:30h,251hm,390 - 619m,rating-,rating-2,120810
['Tüfels Keller und Kindermuseum Baden'],['medium'],['Hiking'],11.07km,03:06h,274hm,347 - 788m,rating-,rating-4,476486
['Kulturweg Limmat'],['easy'],['Thematic route'],8.82km,02:36h,39hm,350 - 388m,rating-,rating-2,613190
['Zwischen Geschichte und Sagen'],['medium'],['Hiking'],13.41km,03:30h,95hm,433 - 484m,rating-1,rating-3,120909
['Glashütten'],['easy'],['Hiking'],9.3km,02:30h,162hm,425 - 502m,rating-2,rating-2,129644
['Murimoosweg'],[],['Thematic route'],3.16km,00:47h,12hm,435 - 447m,rating-,rating-0,294701
"['Seengen, Schloss Hallwyl - Sarmenstorf - Bettwil - Oberschongau - Horben, Tageswanderung vom Schloss Hallwyl auf den Lindenberg zum Horben']",[],['Hiking'],18.98km,05:04h,387hm,448 - 835m,rating-,rating-0,541521
['Wigger-Schlössli'],['medium'],['Hiking'],11.99km,03:00h,333hm,431 - 656m,rating-2,rating-3,129559
['Mit der Familie im Freiamt'],['easy'],['Cycling'],21.62km,02:00h,167hm,368 - 466m,rating-2,rating-2,120867
['Rund um den Baldeggersee'],['medium'],['Mountainbike'],36.22km,03:24h,447hm,449 - 809m,rating-1,rating-3,182404
['St. Urban'],['medium'],['Hiking'],10.34km,02:30h,234hm,408 - 591m,rating-2,rating-3,129608
['Habsburger Weg 1. Etappe: Seengen - Wildegg'],['medium'],['Hiking'],15.55km,04:02h,176hm,354 - 487m,rating-1,rating-3,120814
['Rund un Fischbach-Göslikon'],['easy'],['Hiking'],6.58km,01:42h,70hm,356 - 426m,rating-,rating-2,559481
['Hagart'],['easy'],['Hiking'],6.83km,02:00h,225hm,431 - 650m,rating-1,rating-2,129564
['Bornkänzeli'],['medium'],['Hiking'],10.3km,03:00h,318hm,392 - 665m,rating-2,rating-3,129549
['Aussichtsreiche Bergroute'],['medium'],['Cycling'],46.69km,04:15h,584hm,384 - 776m,rating-2,rating-4,120932
['Nord-Süd-Route im Suhrental'],['medium'],['Cycling'],30.71km,02:15h,122hm,383 - 498m,rating-2,rating-3,120843
['Walking Trail 1 Lenzburg'],[],['Nordic Walking'],10.68km,02:28h,207hm,398 - 537m,rating-,rating-0,205242
['Kulturweg Limmat'],['easy'],['Thematic route'],8.82km,02:36h,39hm,350 - 388m,rating-,rating-2,613190
['Freiämter Veloweg'],['medium'],['Cycling'],66.99km,06:00h,270hm,360 - 493m,rating-1,rating-3,280159
['Staffelegg - Ruine Schenkenberg - Thalheim'],['easy'],['Hiking'],7.2km,02:01h,156hm,446 - 755m,rating-2,rating-2,467833
['Rundwanderung Engelberg'],['medium'],['Hiking'],11.17km,03:30h,283hm,395 - 702m,rating-1,rating-3,129624
['PanoramatourAG-Strihen-ZeiherHomberg'],['easy'],['Mountainbike'],25.29km,01:31h,756hm,438 - 740m,rating-1,rating-1,897134
"['Leimbach AG, CH Hombergtour']",['easy'],['Mountainbike'],11.03km,01:05h,281hm,510 - 784m,rating-1,rating-2,427191
['Eichberg'],['medium'],['E-MTB'],50.63km,03:21h,"1,083hm",370 - 712m,rating-4,rating-6,671212
"['Leutwil, Aargau']",['easy'],['Hiking'],8km,02:34h,84hm,700 - 771m,rating-2,rating-2,735245
['Birmenstorfer Naturlehrpfad'],['easy'],['Thematic route'],1.88km,01:00h,95hm,399 - 496m,rating-,rating-2,133117
['Altberg mit Singeltrail'],['easy'],['Mountainbike'],24.82km,01:51h,353hm,405 - 625m,rating-2,rating-2,559319
['Der Weg der Heiligen Bernarda in Auw'],['easy'],['Thematic route'],1.56km,01:00h,15hm,479 - 497m,rating-,rating-1,280935
['bikingZofingenregio_Lättentour'],['medium'],['Mountainbike'],36.46km,03:00h,805hm,436 - 747m,rating-3,rating-4,129620
"['Rundwanderung im Seetal Beinwil am See, Aargau']",['easy'],['Hiking'],9.73km,02:10h,232hm,515 - 690m,rating-1,rating-3,580172
['Walking Trail 2 Lenzburg'],[],['Nordic Walking'],9.16km,02:06h,141hm,398 - 507m,rating-,rating-0,628639
['bikingZofingenregio_challengeTour'],['difficult'],['Mountainbike'],89.03km,08:00h,"1,716hm",391 - 702m,rating-4,rating-6,129634
['Wettingen-Lägern Hochwacht'],['medium'],['Mountainbike'],22.41km,01:57h,487hm,409 - 851m,rating-3,rating-4,545906
['hajamithi Frick'],['easy'],['Hiking'],16.78km,03:50h,447hm,410 - 604m,rating-1,rating-2,624204
['bikingZofingenregio_Boowald-Tour'],['easy'],['Mountainbike'],24.37km,02:00h,206hm,414 - 565m,rating-2,rating-2,129632
['Seiten-Moränen-Tour Schöftland'],['medium'],['Mountainbike'],26.87km,01:40h,618hm,448 - 679m,rating-3,rating-4,543430
['Aargauer Tour'],['medium'],['Mountainbike'],56.69km,03:45h,"1,050hm",353 - 737m,rating-3,rating-4,836001
['Rundkurs mit Start & Ende in Endingen'],['easy'],['Hiking'],12.41km,02:52h,275hm,400 - 621m,rating-1,rating-4,757496
['Walking Trail 2 Lenzburg'],[],['Nordic Walking'],9.16km,02:06h,141hm,398 - 507m,rating-,rating-0,628639
['PanoramatourAG-Strihen-ZeiherHomberg'],['easy'],['Mountainbike'],25.29km,01:31h,756hm,438 - 740m,rating-1,rating-1,897134
['Auenlandschaft Ruppoldingen'],['easy'],['Hiking'],4.4km,01:00h,5hm,391 - 402m,rating-1,rating-2,129628
['Geissberg Runde Jurapark CH'],['medium'],['Mountainbike'],17.81km,01:34h,395hm,381 - 700m,rating-3,rating-3,464419
['Winterwanderung'],['easy'],['Hiking'],14.07km,02:52h,216hm,390 - 506m,rating-1,rating-3,507875
['Rotberg_Geissberg'],['medium'],['Mountainbike'],19.3km,01:49h,509hm,377 - 639m,rating-4,rating-5,525576
"['Leimbach AG, CH Hombergtour']",['easy'],['Mountainbike'],11.03km,01:05h,281hm,510 - 784m,rating-1,rating-2,427191
['Frick - Fricktaler Höhenweg - Mumpfer Fluh'],['easy'],['Hiking'],10.59km,02:55h,398hm,353 - 631m,rating-1,rating-4,753862
['Rottannhubel - Galgenberg'],['medium'],['Hiking'],11.95km,04:00h,231hm,431 - 648m,rating-1,rating-3,129616
['bikingZofingenregio_Lättentour'],['medium'],['Mountainbike'],36.46km,03:00h,805hm,436 - 747m,rating-3,rating-4,129620
['Eichberg'],['medium'],['E-MTB'],50.63km,03:21h,"1,083hm",370 - 712m,rating-4,rating-6,671212
['Gemütliche Runde im unteren Achenberg'],['easy'],['Hiking'],3.87km,01:16h,118hm,352 - 462m,rating-3,rating-3,661138
['Altberg mit Singeltrail'],['easy'],['Mountainbike'],24.82km,01:51h,353hm,405 - 625m,rating-2,rating-2,559319
['Der Weg der Heiligen Bernarda in Auw'],['easy'],['Thematic route'],1.56km,01:00h,15hm,479 - 497m,rating-,rating-1,280935
['Aargauer Kunsthaus und Wildpark Roggenhausen'],['easy'],['Hiking'],6.28km,01:41h,121hm,381 - 461m,rating-,rating-2,476483
['hajamithi Frick'],['easy'],['Hiking'],16.78km,03:50h,447hm,410 - 604m,rating-1,rating-2,624204
['bikingZofingenregio_Lättentour'],['medium'],['Mountainbike'],36.46km,03:00h,805hm,436 - 747m,rating-3,rating-4,129620
['Wissberg - Benzligen'],['medium'],['Hiking'],12.25km,03:00h,151hm,411 - 503m,rating-1,rating-3,129626
['bikingZofingenregio_Boowald-Tour'],['easy'],['Mountainbike'],24.37km,02:00h,206hm,414 - 565m,rating-2,rating-2,129632
['bikingZofingenregio_Säli-/Engelberg-Tour'],['medium'],['Mountainbike'],10.93km,01:30h,482hm,406 - 702m,rating-4,rating-3,129638
['Rundwanderung Engelberg'],['medium'],['Hiking'],11.17km,03:30h,283hm,395 - 702m,rating-1,rating-3,129624
"['Feld-, Wald- und Wiesentour']",['easy'],['Hiking'],18.32km,04:13h,496hm,593 - 782m,rating-3,rating-3,533192
['Markgräferland'],[],['Racing'],95.04km,05:38h,680hm,228 - 709m,rating-,rating-0,161124
['Rottannhubel - Galgenberg'],['medium'],['Hiking'],11.95km,04:00h,231hm,431 - 648m,rating-1,rating-3,129616
"['Leutwil, Aargau']",['easy'],['Hiking'],8km,02:34h,84hm,700 - 771m,rating-2,rating-2,735245
['Aargauer Tour'],['medium'],['Mountainbike'],56.69km,03:45h,"1,050hm",353 - 737m,rating-3,rating-4,836001
['Rundwanderung 1 Von Villnachern am Schryberhof vorbei Richtung Bözberg. Auf dem Panoramaweg bis zur Grabensrasse. Auf der Grabenstrasse zum Kohlpla...'],['easy'],['Hiking'],7.9km,01:41h,64hm,360 - 519m,rating-3,rating-3,86433
['Rundweg zur Linner Linde'],['easy'],['Hiking'],4.3km,-,56hm,509 - 581m,rating-1,rating-2,402418
"['Strecke für Junghunde, Hägglingen, Aargau']",['easy'],['Hiking'],2.3km,00:37h,8hm,477 - 484m,rating-1,rating-1,402610
['Von der Linner Linde zur Burgruine Schenkenberg'],['easy'],['Hiking'],7.61km,02:01h,221hm,447 - 736m,rating-3,rating-4,840423
['Zofingen-Oftringen-Safenwil-Kölliken-Holziken-Staffelbach-Reitnau-Bottenwil-Uerkheim-Zofingen'],[],['Cycling'],41.95km,02:58h,492hm,426 - 656m,rating-,rating-0,294082
['Mumpfer Flue - Trail Running'],['easy'],['Trailrunning'],2.24km,00:29h,188hm,306 - 492m,rating-2,rating-4,679751
['Jurahöhenweg 2. Etappe | Baden - Brugg'],[],['Hiking'],9.05km,-,325hm,331 - 571m,rating-,rating-,253313
['Zofingen-Brittnau-Pfaffnau-Glashütten-Fulenbach-Aarburg-Walterswil-Kölliken-Uerkheim-Zofingen'],[],['Cycling'],57.05km,04:01h,542hm,395 - 581m,rating-,rating-0,294083
['Jurahöhenweg 1. Etappe | Dielsdorf - Baden'],[],['Hiking'],0km,-,694hm,357 - 860m,rating-,rating-,253312
['Zofingen-Brittnau-Pfaffnau-St. Urban-Glashütten-Fulenbach-Boningen-Aarburg-Zofingen'],[],['Cycling'],40.45km,02:48h,278hm,395 - 546m,rating-,rating-0,294081
['Fahrradweg von Bad Zurzach bis Weihach und zurück'],['easy'],['E-Bike'],31.3km,01:50h,195hm,335 - 398m,rating-2,rating-3,740261
['Jurahöhenweg 5. Etappe | Hauenstein - Balsthal'],[],['Hiking'],17.24km,-,676hm,"491 - 1,055m",rating-,rating-,253592
['Aarewanderung Stilli Holderbank'],['easy'],['Hiking'],15.74km,03:45h,257hm,333 - 521m,rating-1,rating-3,435048
['Rundwanderung 1 Von Villnachern am Schryberhof vorbei Richtung Bözberg. Auf dem Panoramaweg bis zur Grabensrasse. Auf der Grabenstrasse zum Kohlpla...'],['easy'],['Hiking'],7.9km,01:41h,64hm,360 - 519m,rating-3,rating-3,86433
['Vom Homberg zur Sennhütten und zurück'],['easy'],['Hiking'],6.25km,01:28h,108hm,584 - 648m,rating-2,rating-2,868641
['Zofingen-Pfaffnau-Glashütten-Boningen-Oftringen-Kölliken-Staffelbach-Reitnau-Bottenwil-Uerkheim-Zofingen'],[],['Cycling'],73.85km,05:11h,754hm,398 - 656m,rating-,rating-0,294087
['Staffelegg-Strihen Seite Asp'],['easy'],['Hiking'],4.5km,00:58h,109hm,665 - 802m,rating-1,rating-1,887309
['Uhu Tour'],['easy'],['Hiking'],13.54km,02:51h,193hm,353 - 472m,rating-1,rating-3,898948
['Jurahöhenweg 3. Etappe | Brugg - Staffelegg'],[],['Hiking'],15.7km,-,870hm,344 - 767m,rating-,rating-,253315
"['Strecke für Junghunde, Hägglingen, Aargau']",['easy'],['Hiking'],2.3km,00:37h,8hm,477 - 484m,rating-1,rating-1,402610
['Zofingen-Oftringen-Safenwil-Kölliken-Holziken-Staffelbach-Reitnau-Bottenwil-Uerkheim-Zofingen'],[],['Cycling'],41.95km,02:58h,492hm,426 - 656m,rating-,rating-0,294082
['Rundweg zur Linner Linde'],['easy'],['Hiking'],4.3km,-,56hm,509 - 581m,rating-1,rating-2,402418
['Jurahöhenweg 2. Etappe | Baden - Brugg'],[],['Hiking'],9.05km,-,325hm,331 - 571m,rating-,rating-,253313
