title,difficulty,sport,length,time,climb,minmax,technique,fitness,ID
['Nachtschlitteln Mägisalp - Bidmi'],['medium'],['Sledge'],2.13km,00:10h,3hm,"1,426 - 1,707m",rating-3,rating-3,1000562
['Wo ehemals Berndeutsch gesprochen wurde'],['easy'],['Hiking'],8.92km,02:10h,191hm,"1,014 - 1,208m",rating-2,rating-2,49281
['Zum Ursprung der Emme'],['medium'],['Hiking'],14.26km,04:50h,800hm,"984 - 1,715m",rating-3,rating-3,50397
['Obersimmentaler Hausweg'],['difficult'],['Thematic route'],20.57km,05:00h,600hm,"815 - 1,073m",rating-2,rating-5,131616
['Der Aare entlang von Biel nach Büren an der Aare'],['easy'],['Cycling'],13.31km,01:00h,3hm,429 - 433m,rating-1,rating-1,1038367
['Saxeten Trail'],['easy'],['Snowshoe'],3.07km,02:00h,140hm,"1,119 - 1,251m",rating-2,rating-2,96773
['Route Aarwangen – Oberbuchsiten'],['medium'],['Hiking'],10.83km,02:48h,122hm,403 - 490m,rating-3,rating-3,71455
['Unter dem Birg - Hinterengstligen - Engstligenalp'],['medium'],['Hiking'],4.07km,01:55h,692hm,"1,399 - 2,047m",rating-3,rating-4,875909
['Sigriswiler Rothorn'],['medium'],['Hiking'],11.65km,04:46h,975hm,"1,077 - 2,050m",rating-2,rating-3,304176
['Gros Mont: Saanen - Mittelberg - Abländschen - Jaun - Im Fang - Gros Mont - Saanen'],['difficult'],['Mountainbike'],52.55km,06:25h,"1,351hm","888 - 1,634m",rating-4,rating-6,950837
['Der schönste Blick auf das Lauterbrunnental'],['medium'],['Winter hiking'],5.79km,02:15h,300hm,"1,253 - 1,542m",rating-4,rating-4,59116
['Über die sonnigen Höhen Blasenflue und Moosegg'],['medium'],['Hiking'],14.19km,04:25h,680hm,"625 - 1,123m",rating-3,rating-4,49120
['Gstaad Bergbahnen Tour'],['difficult'],['Mountainbike'],53.21km,08:00h,"2,749hm","941 - 2,078m",rating-6,rating-3,348108
['Blüemlisalphütte'],['difficult'],['Hiking'],10.22km,05:30h,"1,663hm","1,171 - 2,833m",rating-,rating-6,718568
['Herzschlaufe Napf Etappe Langnau - Entlebuch #399'],['medium'],['Cycling'],43.42km,03:30h,932hm,"673 - 1,210m",rating-1,rating-4,1013212
['Mühlebach Trail Nr. 4'],['easy'],['Snowshoe'],2.8km,01:10h,170hm,"1,055 - 1,225m",rating-1,rating-1,532162
['Bietenhorn Loop (7h)'],['difficult'],['Hiking'],19.21km,07:00h,"1,332hm","1,486 - 2,752m",rating-4,rating-6,131778
['Auf uralten Wegen aufs Stockhorn'],['difficult'],['Hiking'],10.39km,05:30h,"1,800hm","660 - 2,177m",rating-4,rating-6,50314
['Gällihorn'],['difficult'],['Hiking'],3.69km,01:15h,441hm,"1,887 - 2,283m",rating-5,rating-5,709664
['Trailsummit Rotstock T5'],['difficult'],['Trailrunning'],13.15km,03:29h,"1,802hm","977 - 2,663m",rating-4,rating-5,309955
['Lobhorn Trail'],['medium'],['Snowshoe'],3.96km,02:10h,440hm,"1,520 - 1,954m",rating-,rating-4,289447
['Easy Männlichen - Holenstein (Nr. 61)'],['easy'],['Winter hiking'],5.88km,01:45h,-,"1,617 - 2,222m",rating-1,rating-2,524943
['Napf-Landschaft für Geniesser'],['medium'],['Hiking'],14.95km,04:30h,800hm,"675 - 1,053m",rating-3,rating-4,50925
['Lauenen - Chrinepass - Wispile'],['difficult'],['Snowshoe'],7.64km,04:00h,719hm,"1,238 - 1,938m",rating-5,rating-5,131734
['Am wilden Trümmelbach'],['medium'],['Hiking'],12.23km,04:40h,"1,003hm","784 - 1,664m",rating-4,rating-4,49246
['Trachselwald'],['easy'],['Hiking'],15.29km,04:00h,477hm,582 - 780m,rating-2,rating-2,110805
"['Glecksteinhütte, 2316 m']",['medium'],['Hiking'],9.33km,05:00h,937hm,"1,229 - 2,318m",rating-4,rating-4,110620
['Interlaken-Rotenegg Aussicht pur'],['medium'],['Mountainbike'],10.4km,03:30h,"1,288hm","613 - 1,792m",rating-3,rating-5,571941
['Urtümliche Landschaft im Schwarzwasser- und Sensegraben'],['easy'],['Hiking'],10.43km,03:00h,232hm,555 - 863m,rating-2,rating-2,49442
['Höhenwegvarianten am Hahnenmoospass'],['medium'],['Hiking'],15.2km,04:30h,"1,000hm","1,409 - 2,078m",rating-3,rating-4,70004
['Uphilltrrail Spitzen U5'],['medium'],['Trailrunning'],4.21km,01:29h,"1,013hm","1,315 - 2,327m",rating-3,rating-4,309954
['Kiental Trail - Kiental'],['medium'],['Snowshoe'],11.38km,04:50h,460hm,"922 - 1,205m",rating-4,rating-4,70020
"['Emmentaler Höhen zwischen Luterbach, Biembach und Biglebach']",['medium'],['Hiking'],17.6km,05:00h,746hm,547 - 948m,rating-2,rating-4,49195
['Zu Kulturstätten auf dem Längenberg'],['medium'],['Hiking'],12.92km,03:45h,602hm,"760 - 1,035m",rating-2,rating-3,49561
['Zum wunderbaren Seebergsee'],['difficult'],['Hiking'],15.51km,06:15h,"1,400hm","788 - 2,065m",rating-4,rating-5,51573
['Über die Rotache zu einem alten Bad und ins Tal der Zulg'],['easy'],['Hiking'],6.31km,01:40h,160hm,577 - 694m,rating-1,rating-1,48802
['Gaseboden - Stierenberg - Gubi - Gestelegrat - Gaseboden'],['medium'],['Ski tour'],15.5km,04:00h,"1,010hm","1,328 - 1,987m",rating-3,rating-3,598193
['WEN-HDW - Leiterhorn - Spätenalp'],['medium'],['Hiking'],7.5km,02:15h,291hm,"1,284 - 1,574m",rating-3,rating-3,110504
['Flüeweg Burgdorf'],['easy'],['Hiking'],5.3km,02:00h,119hm,532 - 650m,rating-2,rating-2,147745
['Liebliche Hügellandschaft Mänziwilegg'],['medium'],['Hiking'],11.82km,03:35h,410hm,582 - 934m,rating-2,rating-3,289470
['Oeschinensee'],['medium'],['Hiking'],4.17km,01:35h,424hm,"1,171 - 1,594m",rating-3,rating-3,744920
"['AlpnessTrail Etappe 2, Stierenberg - Färmel']",['medium'],['long-distance walking trail'],12.17km,04:50h,807hm,"1,342 - 2,075m",rating-3,rating-4,947000
['Kleine Scheidegg nach Wengen'],['medium'],['Winter hiking'],6.92km,02:06h,5hm,"1,274 - 2,063m",rating-2,rating-3,65953
"['AlpnessTrail Etappe 5, Simmenfälle - Iffigenalp']",['medium'],['long-distance walking trail'],8.31km,03:15h,797hm,"1,106 - 1,858m",rating-2,rating-3,1002878
['Auf verschlungenen Wegen zum Niesenbänkli'],['medium'],['Hiking'],9.61km,03:10h,520hm,"946 - 1,172m",rating-3,rating-2,162934
['Gasterntal'],['medium'],['Hiking'],11.76km,03:25h,465hm,"1,170 - 1,631m",rating-3,rating-3,744916
['Rothore (2275 m ü. M.)'],['medium'],['Ski tour'],11.16km,02:15h,613hm,"1,271 - 2,274m",rating-,rating-3,940745
['Sherlock Holmes Weg'],['medium'],['Thematic route'],7.95km,03:00h,366hm,596 - 912m,rating-3,rating-3,131935
['Winterwanderweg Chrindi - Oberbärgli - Chrindi (Stockhorn)'],['medium'],['Winter hiking'],2.76km,01:10h,200hm,"1,616 - 1,787m",rating-2,rating-3,97940
['Wandern in einer lieblichen Landschaft bei Huttwil'],['easy'],['Hiking'],5.87km,01:40h,270hm,640 - 813m,rating-2,rating-1,162697
['Dampfromantik am Brienzer Rothorn'],['difficult'],['Hiking'],10.7km,05:15h,"1,778hm","567 - 2,345m",rating-4,rating-5,51297
['Farnern - Bettlerküche - Hinteregg - Farnern'],['medium'],['Hiking'],9.04km,02:55h,432hm,"804 - 1,105m",rating-3,rating-3,978213
['Weltcuptrail Chuenisbärgli'],['easy'],['Thematic route'],1.76km,01:20h,10hm,"1,312 - 1,727m",rating-2,rating-1,65312
['«City Run - der Klassiker» Bussalp – Weidli (Nr. 57)'],['easy'],['Sledge'],5.38km,00:30h,-,"1,241 - 1,801m",rating-2,rating-2,522366
['Viel Aussicht in den Buchsi- und Wynigenbergen'],['medium'],['Hiking'],16.16km,04:40h,606hm,464 - 716m,rating-2,rating-4,49293
"['Rottalhütte, 2755 m']",['difficult'],['Hiking'],11.89km,09:30h,"1,957hm","911 - 2,759m",rating-6,rating-6,110619
['Swissminiatur im Kandertal'],['medium'],['Hiking'],8.64km,03:30h,820hm,"1,596 - 2,165m",rating-3,rating-2,162905
['Bort - Grindelwald Nr. 103'],['easy'],['Hiking'],6.14km,01:45h,4hm,"1,039 - 1,561m",rating-2,rating-2,991005
['Panoramabike Tour - Habkern bis Thun'],['medium'],['Mountainbike'],41.41km,03:40h,874hm,"556 - 1,409m",rating-2,rating-3,172178
['Rellerli Bike Nr. 890: Saanen - Mittelberg - Rellerli - Saanen'],['medium'],['Mountainbike'],24.62km,03:15h,903hm,"1,010 - 1,862m",rating-3,rating-3,131689
['In der Schlucht von Court die Ruhe geniessen'],['easy'],['Hiking'],6.96km,01:50h,90hm,525 - 675m,rating-2,rating-2,508320
['Strandweg Spiez-Faulensee'],['easy'],['Hiking'],2.33km,00:40h,2hm,558 - 564m,rating-1,rating-1,1025098
['Schlosswanderung entlang dem Thunersee'],['easy'],['Hiking'],7.85km,02:05h,83hm,558 - 601m,rating-1,rating-1,1040603
"['AlpnessTrail Etappe 6, Iffigenalp - Wildhornhütte']",['medium'],['long-distance walking trail'],8.86km,03:45h,"1,028hm","1,586 - 2,378m",rating-2,rating-4,1002879
['Der Aare entlang von Biel nach Büren an der Aare'],['easy'],['Cycling'],13.31km,01:00h,3hm,429 - 433m,rating-1,rating-1,1038367
['Zur Gedenkstätte der Schweizer Schulkarte'],['easy'],['Hiking'],10.41km,03:00h,170hm,"599 - 1,007m",rating-2,rating-2,162926
['Gang doch e chli der aare naa'],['easy'],['Hiking'],7.04km,01:50h,50hm,482 - 520m,rating-1,rating-2,509377
"['Wald-, Alp- und Wasserreichtum im Schallenberg-Gebiet']",['medium'],['Hiking'],14.46km,04:45h,832hm,"823 - 1,409m",rating-3,rating-3,49227
['Durch die eindrückliche Combe Grède'],['medium'],['Hiking'],13.05km,04:50h,936hm,"741 - 1,543m",rating-4,rating-4,49279
['Wervolle Baukunst und ein traditionsreicher Käse'],['easy'],['Hiking'],7.46km,02:15h,242hm,748 - 945m,rating-2,rating-2,51616
['Goldtoni - Alpenbogen A048 Trübsee-Meiringen'],['medium'],['long-distance walking trail'],34.2km,10:44h,"1,858hm","608 - 2,650m",rating-3,rating-3,215754
['Lauterbrunnen - Mürren Rundtour'],['medium'],['Mountainbike'],26.65km,03:00h,109hm,"796 - 1,679m",rating-2,rating-3,131863
['Von der Ilfis an die Emme: Emmental pur'],['medium'],['Hiking'],11.74km,03:45h,500hm,"669 - 1,115m",rating-2,rating-3,51394
['Grütschalp - Winteregg - Mürren (1h30)'],['easy'],['Hiking'],4.44km,01:30h,150hm,"1,490 - 1,650m",rating-1,rating-2,749188
['Waldlehrpfad Arnensee (Rundwanderung)'],['easy'],['Thematic route'],3.39km,01:00h,18hm,"1,543 - 1,561m",rating-2,rating-2,131625
['Quer durch die Grabenlandschaft am Geissrüggen'],['medium'],['Hiking'],12.74km,03:40h,561hm,"646 - 1,030m",rating-2,rating-3,49119
['WEN-DW - Lauterbrunnen - Preech - Wengen'],[],['Hiking'],12.69km,04:29h,967hm,"784 - 1,684m",rating-,rating-0,383162
['Gstaad - Oberbort - Turbach - Türli - Lauenen'],['difficult'],['Hiking'],17.82km,05:45h,939hm,"1,049 - 1,988m",rating-3,rating-6,131612
['Über den Frienisberg'],['easy'],['Hiking'],11.1km,03:00h,280hm,448 - 796m,rating-2,rating-2,50929
['«Royal Walk» Männlichen - Männlichengipfel Nr. 47'],['easy'],['Thematic route'],1.99km,00:42h,125hm,"2,221 - 2,342m",rating-2,rating-1,238987
['Bergerlebnis Bunderchrinde'],['difficult'],['Hiking'],15.73km,06:30h,"1,300hm","1,174 - 2,386m",rating-5,rating-5,50392
['Ortsrundgang Interlaken'],['easy'],['Hiking'],4.41km,01:05h,3hm,563 - 570m,rating-1,rating-1,297003
['Gipfeltour Cheibehorn'],['medium'],['Snowshoe'],5.05km,03:00h,400hm,"1,637 - 1,952m",rating-3,rating-4,60656
['Durchs Jahr wandern - Goldene Weinreben am Bielersee'],['easy'],['Hiking'],10.44km,03:00h,250hm,430 - 495m,rating-1,rating-2,525024
['Sulwald Trail'],['easy'],['Snowshoe'],2.15km,01:00h,175hm,"1,514 - 1,685m",rating-,rating-2,131857
['Auf dem Bielersee-Uferweg'],['difficult'],['Hiking'],19.85km,05:10h,406hm,426 - 554m,rating-2,rating-5,49254
['Zum Berner «Naturschutz-Rütli»'],['easy'],['Hiking'],9.38km,02:50h,300hm,"566 - 1,134m",rating-2,rating-2,51088
['Zu Kulturstätten auf dem Längenberg'],['medium'],['Hiking'],12.92km,03:45h,602hm,"760 - 1,035m",rating-2,rating-3,49561
"[""Pays d’Enhaut Nr. 593: Rougemont - Château-d'Oex - Rougemont""]",['medium'],['Mountainbike'],40.25km,04:45h,738hm,"861 - 1,146m",rating-3,rating-2,210483
['Zu Landsitzen und Schlössern'],['medium'],['Hiking'],9.95km,03:10h,500hm,555 - 746m,rating-2,rating-3,50209
['Eiger Trail - Grindelwald'],['medium'],['Snowshoe'],5.28km,02:30h,160hm,"1,329 - 1,623m",rating-3,rating-3,52068
['Durch Wälder und Wiesen von Attiswil nach Wangen. a. A.'],['medium'],['Hiking'],12.29km,03:25h,238hm,417 - 574m,rating-,rating-4,594406
['Simmentaler Hausweg (Terrassenweg)'],['difficult'],['Thematic route'],20.21km,06:00h,"1,100hm","682 - 1,059m",rating-3,rating-5,58844
['«Eiger Trail» Eigergletscher - Alpiglen Nr. 36'],['medium'],['Hiking'],6.14km,02:05h,78hm,"1,615 - 2,346m",rating-2,rating-3,131887
"[""Via Alpina: Gstaad - L'Etivaz""]",['difficult'],['Hiking'],15.89km,06:00h,"1,059hm","1,041 - 1,953m",rating-2,rating-6,131629
['Schonegg'],['difficult'],['Snowshoe'],11.59km,08:30h,"1,281hm","988 - 2,219m",rating-,rating-6,131957
['Winterwanderweg Bühlberg - Metsch'],['easy'],['Winter hiking'],1.95km,00:40h,10hm,"1,464 - 1,658m",rating-2,rating-1,150615
['Dorfrunde - Nr1'],['easy'],['Trailrunning'],7.89km,01:33h,393hm,"919 - 1,144m",rating-1,rating-2,290497
['Via Alpina - Etappe 14 Kandersteg - Adelboden'],['easy'],['Hiking'],16.55km,06:45h,"1,400hm","1,171 - 2,382m",rating-1,rating-2,870928
['Uphilltrrail Spitzen U5'],['medium'],['Trailrunning'],4.21km,01:29h,"1,013hm","1,315 - 2,327m",rating-3,rating-4,309954
['Schneeschuhtrail Springenboden'],['medium'],['Snowshoe'],5.63km,03:00h,332hm,"1,325 - 1,657m",rating-3,rating-3,823056
['Licht und Ruhe auf der Wätterlatte'],['difficult'],['Hiking'],14.84km,06:00h,"1,280hm","953 - 1,978m",rating-3,rating-5,50349
['Eiger-Ostegghütte Klettersteig - Grindelwald'],['difficult'],['Via ferrata'],3.84km,03:30h,732hm,"1,617 - 2,316m",rating-,rating-0,114338
['Waldspitz - Feld - Bussalp'],['easy'],['Hiking'],6.68km,02:30h,392hm,"1,796 - 2,171m",rating-2,rating-2,314649
['Wandern im Gebiet vom Lauberhorn-Skirennen'],['easy'],['Hiking'],9.05km,02:35h,50hm,"1,276 - 2,322m",rating-2,rating-2,162913
['Alp Botchen - Kulturlandschaftspreis 2014'],['medium'],['Hiking'],9.22km,03:30h,670hm,"989 - 1,516m",rating-2,rating-4,133938
['Oberlaubhore (1999 m ü. M.)'],['medium'],['Ski tour'],8.58km,02:10h,729hm,"1,106 - 1,999m",rating-,rating-4,972279
['Gibelweg'],['medium'],['Hiking'],8.66km,02:30h,160hm,"1,480 - 2,036m",rating-2,rating-3,131835
['Rundwanderung Sausläger (5h)'],['medium'],['Hiking'],16.67km,05:00h,559hm,"1,482 - 1,893m",rating-2,rating-4,131772
"['Wirtliche Landschaften, wildromantischer Schwarzwassergraben']",['easy'],['Thematic route'],8.2km,02:15h,130hm,587 - 837m,rating-2,rating-2,116842
['Nachtschlittel-Highlight Bussalp (Nr. 57)'],['medium'],['Sledge'],5.38km,00:30h,-,"1,241 - 1,801m",rating-3,rating-2,522368
['Lauenen - Lauenensee - Lauenen'],['medium'],['Winter hiking'],8.54km,02:30h,211hm,"1,237 - 1,409m",rating-3,rating-4,131733
['Zuoberst im Langetetal'],[],['Hiking'],8.79km,02:45h,290hm,"738 - 1,023m",rating-,rating-0,114206
['Durch das Schwarzenburgerland'],['medium'],['Hiking'],13.43km,04:15h,700hm,"648 - 1,012m",rating-2,rating-3,51012
['Lenk - Eywald - Lenk'],['easy'],['Winter hiking'],4.38km,01:00h,18hm,"1,065 - 1,082m",rating-,rating-2,908572
['Gantrisch-Panoramaweg – Eine Wanderung mit Erfolgsgarantie'],['medium'],['Hiking'],16.03km,04:50h,530hm,"869 - 1,720m",rating-3,rating-4,162702
['WEN-DW - Lauterbrunnen - Preech - Wengen'],[],['Hiking'],12.69km,04:29h,967hm,"784 - 1,684m",rating-,rating-0,383162
['Tanzbödeli Loop (6h30)'],['difficult'],['Hiking'],16.53km,06:38h,"1,449hm","1,119 - 2,133m",rating-4,rating-5,312287
['Rundweg Leiterli-Loipe-Leiterli'],['medium'],['Winter hiking'],2.77km,01:15h,200hm,"1,850 - 2,050m",rating-,rating-3,974671
"['Blumen, Kräuter und Alpkäse am Bäderhorn']",['medium'],['Hiking'],10.72km,03:10h,500hm,"1,511 - 1,748m",rating-3,rating-3,62375
['Rinderberg - Hornberg - Horneggli'],['easy'],['Hiking'],5.79km,02:00h,77hm,"1,767 - 2,077m",rating-2,rating-2,131699
['Lenk-Iffigfall-Langermatte-Rezliberg-Simmenfälle-Lenk'],[],['Mountainbike'],23.37km,03:30h,822hm,"1,063 - 1,858m",rating-,rating-0,691484
['Alt und Neu im Grenzraum Bern–Solothurn'],['easy'],['Hiking'],9.92km,02:30h,237hm,419 - 503m,rating-1,rating-2,49291
['Vom Chaltebrunnen-Hochmoor zur Rosenlaui'],['difficult'],['Hiking'],19.33km,06:00h,"1,142hm","1,212 - 2,112m",rating-4,rating-5,69999
['Durch das Wachseldornmoos'],['easy'],['Hiking'],5.74km,01:25h,50hm,"905 - 1,009m",rating-1,rating-1,508330
['Ryharts-Allmenalp'],['medium'],['Hiking'],3.98km,02:15h,624hm,"1,184 - 1,789m",rating-3,rating-3,709678
['Durch die eindrückliche Combe Grède'],['medium'],['Hiking'],13.05km,04:50h,936hm,"741 - 1,543m",rating-4,rating-4,49279
['Arnensee Rundwanderung'],['easy'],['Hiking'],3.4km,01:00h,19hm,"1,543 - 1,561m",rating-2,rating-1,348117
['Rüwlispass – grüne Verbindung ins Saanenland'],['medium'],['Hiking'],14.2km,04:50h,850hm,"989 - 1,719m",rating-3,rating-4,50429
['Schwarzwaldalp Route 1'],['easy'],['Snowshoe'],4.52km,01:45h,256hm,"1,452 - 1,706m",rating-,rating-2,131806
['Grosses Moos - Wandern im Gemüsegarten'],['easy'],['Hiking'],9.88km,02:20h,10hm,433 - 445m,rating-1,rating-2,509379
['Winterwanderweg Tschentenalp - Schärmtanne (Adelboden)'],['medium'],['Winter hiking'],3.96km,01:30h,10hm,"1,482 - 1,947m",rating-3,rating-2,157992
['Die Winter Genuss Runde an der Sonnseite W1'],['medium'],['Trailrunning'],14.11km,02:45h,790hm,"1,543 - 2,275m",rating-4,rating-4,524950
['Simmentaler Hausweg (Terrassenweg)'],['difficult'],['Thematic route'],20.21km,06:00h,"1,100hm","682 - 1,059m",rating-3,rating-5,58844
['Trütlisbergpass – Hochmoore und Blumenreichtum'],['medium'],['Hiking'],14.75km,05:20h,"1,100hm","1,065 - 2,037m",rating-4,rating-4,50179
"['AlpnessTrail Etappe 3, Färmel - Laubbärgli']",['medium'],['long-distance walking trail'],13km,04:55h,"1,059hm","1,326 - 2,085m",rating-2,rating-4,1002814
['Einigen - der Weg'],['easy'],['Thematic route'],10.2km,01:00h,99hm,558 - 634m,rating-1,rating-1,84165
['Entlang des Ober Frittenbachgrabens'],['medium'],['Hiking'],10.15km,03:45h,697hm,"675 - 1,188m",rating-2,rating-4,51530
['Beatusweg - Beatenberg'],['easy'],['Thematic route'],3.39km,01:20h,103hm,"1,168 - 1,303m",rating-2,rating-2,76615
['WEN-DW - Stechelberg - Schmadrihütte - Stechelberg'],['difficult'],['Hiking'],17.91km,07:10h,"1,396hm","907 - 2,260m",rating-,rating-5,553952
['Schwendibiel Runde Nr. 12'],['easy'],['Trailrunning'],14.92km,03:04h,766hm,"1,028 - 1,646m",rating-2,rating-2,309494
['Schlosswanderung entlang dem Thunersee'],['easy'],['Hiking'],7.85km,02:05h,83hm,558 - 601m,rating-1,rating-1,1040603
['Grimselpass'],['medium'],['Racing'],38.59km,02:48h,"1,541hm","626 - 2,164m",rating-2,rating-4,374711
['Fründenhütte'],['difficult'],['Hiking'],9.39km,05:05h,"1,389hm","1,170 - 2,559m",rating-,rating-6,718569
['Rund ums Lauberhorn'],['medium'],['Winter hiking'],11.84km,04:25h,250hm,"1,275 - 2,219m",rating-4,rating-4,51344
['Wandern in einer lieblichen Landschaft bei Huttwil'],['easy'],['Hiking'],5.87km,01:40h,270hm,640 - 813m,rating-2,rating-1,162697
['Schynige Platte - Faulhorn - First'],['medium'],['Hiking'],16.19km,06:00h,825hm,"1,910 - 2,680m",rating-2,rating-3,131180
['Vom Teuffenthal ins Eriz – idyllische Wanderung durch die Hügelwelt'],['medium'],['Hiking'],15.45km,05:10h,591hm,"791 - 1,411m",rating-3,rating-4,50255
['«Romantikweg» Männlichen - Alpiglen Nr. 35'],['medium'],['Hiking'],7.35km,02:07h,-,"1,616 - 2,224m",rating-3,rating-3,593357
['Bergwanderung über den Hochstollen'],['difficult'],['Hiking'],8.61km,03:40h,730hm,"1,826 - 2,445m",rating-5,rating-4,58603
['Alpiner Hochweg am Üschenegrat'],['difficult'],['Hiking'],12.38km,04:50h,958hm,"1,870 - 2,454m",rating-5,rating-4,62317
['Cable cars to Jochpass and walk to Meiringen'],['medium'],['Hiking'],21.52km,05:30h,1hm,"598 - 2,207m",rating-2,rating-4,219482
['Winterwanderweg Eggli - Grund - Gstaad'],['medium'],['Winter hiking'],6.38km,02:00h,-,"1,042 - 1,557m",rating-2,rating-3,278066
['Panoramaweg Hasliberg'],['medium'],['Hiking'],8.6km,03:00h,355hm,"979 - 1,263m",rating-2,rating-3,131936
