title,difficulty,sport,length,time,climb,minmax,technique,fitness,ID
['Schauenburger-Tour'],['medium'],['Mountainbike'],22.31km,02:30h,505hm,305 - 713m,rating-3,rating-3,371236
['BLKB-Rundwanderung Aesch - Ruine Pfeffingen - Blattenpass - Klus - Aesch'],[],['Hiking'],13.05km,03:52h,418hm,312 - 606m,rating-,rating-0,610987
['Erlebnispfad wisenbergwärts'],[],['Thematic route'],11.74km,03:50h,556hm,"446 - 1,000m",rating-,rating-0,670386
['Syydebändel & Rebenweg'],['medium'],['Hiking'],13.21km,03:30h,390hm,370 - 574m,rating-1,rating-3,133001
"['Läufelfingen, Neu-Homburg']",['easy'],['Hiking'],6.59km,02:00h,292hm,542 - 800m,rating-1,rating-2,357309
['Diegtertal - Witwald'],['difficult'],['Hiking'],5.45km,03:00h,312hm,492 - 787m,rating-5,rating-3,357316
['Königstour: Vom Jura ins Mittelland und zurück'],['medium'],['Cycling'],41.22km,03:30h,"1,055hm",391 - 991m,rating-2,rating-4,133038
['Froburg'],['difficult'],['Hiking'],7.2km,02:18h,301hm,569 - 833m,rating-4,rating-5,201330
['Von der Ermitage zum Gempenturm'],['easy'],['Hiking'],11.58km,03:35h,432hm,293 - 759m,rating-1,rating-2,153939
['Gempen-Nordtrail-Tour'],['medium'],['Mountainbike'],30.23km,03:13h,554hm,271 - 759m,rating-2,rating-3,371242
['Von Pratteln zur Ermitage Arlesheim'],['medium'],['Hiking'],12.18km,03:30h,400hm,289 - 663m,rating-3,rating-2,126148
['Ermitage'],['easy'],['Hiking'],5.08km,01:30h,252hm,335 - 556m,rating-1,rating-2,357319
['Waldenburg'],['easy'],['Hiking'],3.76km,02:00h,285hm,525 - 810m,rating-2,rating-2,357328
['Wasserfallen Rundwanderweg 470'],['difficult'],['Hiking'],9.96km,03:00h,432hm,"924 - 1,201m",rating-5,rating-4,320783
['Giessenfall & Wisenbergturm'],['medium'],['Hiking'],12.01km,03:30h,580hm,"438 - 1,001m",rating-2,rating-4,132992
['Reinach - Leywald - Aesch'],['easy'],['Hiking'],4.5km,01:15h,72hm,307 - 364m,rating-1,rating-2,133023
['Römertour: 2000 Jahre Rückblick'],['difficult'],['Cycling'],62.79km,04:30h,"1,046hm",264 - 739m,rating-2,rating-5,133037
['Wandererlebnis mit dem Bus - Reigoldswil - Büren'],[],['Hiking'],11.44km,03:25h,367hm,439 - 692m,rating-,rating-0,812809
['Ruinen Wartenberg & Rebenweg'],['medium'],['Hiking'],7.37km,02:00h,255hm,286 - 479m,rating-1,rating-3,132995
['Ermitage & Gempenturm'],['medium'],['Hiking'],14.9km,04:15h,540hm,310 - 760m,rating-2,rating-4,133041
['469 Wildenstein - Ryfenstein'],['difficult'],['Hiking'],16.9km,04:50h,439hm,318 - 691m,rating-,rating-5,548332
['BLKB-Wanderung Langenbruck - Hintere Egg- Wasserfallen'],[],['Hiking'],9.09km,03:07h,557hm,"722 - 1,159m",rating-,rating-0,610986
['Zunzgerhard & Obstplantagen'],['medium'],['Hiking'],9.97km,02:45h,320hm,359 - 604m,rating-1,rating-3,132993
['Rebenweg Ziefen'],['easy'],['Hiking'],2.97km,00:50h,97hm,421 - 517m,rating-,rating-2,749250
"['Läufelfingen, Neu-Homburg']",['easy'],['Hiking'],6.59km,02:00h,292hm,542 - 800m,rating-1,rating-2,357309
['Sissach - Schauplatz der Geschichte'],['easy'],['Hiking'],6.91km,03:30h,364hm,368 - 700m,rating-1,rating-2,357329
['Rundwanderung für kurze Beine'],[],['Hiking'],3.51km,01:05h,144hm,"924 - 1,068m",rating-,rating-0,348147
['Wandererlebnis mit dem Bus - Lausen - Huppergruben - Liestal'],[],['Hiking'],6.08km,01:45h,149hm,326 - 532m,rating-,rating-0,812804
['Endless Trail'],['difficult'],['Mountainbike'],14.03km,01:20h,488hm,367 - 743m,rating-5,rating-3,377010
['Bluescht & Schwarzbuebe'],['medium'],['Hiking'],8.14km,03:15h,390hm,322 - 600m,rating-1,rating-3,133003
['Leimental-Tour'],[],['Cycling'],39.7km,03:06h,424hm,265 - 545m,rating-,rating-0,377000
['Rundwanderung Wasserfallen - Hinderi Egg'],['easy'],['Hiking'],4.25km,01:30h,254hm,"924 - 1,168m",rating-2,rating-2,133033
['Liestaler-Tour'],['medium'],['Mountainbike'],29.19km,02:30h,687hm,278 - 614m,rating-3,rating-4,371239
['Route Wasserfallen – Wasserfallen'],['medium'],['Hiking'],6.6km,02:17h,325hm,"928 - 1,186m",rating-3,rating-3,71375
['Interregio-Wanderweg Etappe 6: Liestal – Aesch'],['easy'],['Hiking'],16.66km,05:00h,675hm,294 - 709m,rating-2,rating-2,543657
['Reben-Tour'],[],['Cycling'],40.67km,03:53h,813hm,306 - 593m,rating-,rating-0,321333
['Höhenrausch: nur Fliegen ist schöner'],['medium'],['Cycling'],33.3km,03:00h,980hm,"440 - 1,055m",rating-2,rating-3,133040
['Erlebnispfad wisenbergwärts'],[],['Thematic route'],11.74km,03:50h,556hm,"446 - 1,000m",rating-,rating-0,670386
['Ruinen Wartenberg & Rebenweg'],['medium'],['Hiking'],7.37km,02:00h,255hm,286 - 479m,rating-1,rating-3,132995
['Läufelfingen - Bad Ramsach - Hauenstein -Olten'],['medium'],['Hiking'],14.94km,04:45h,550hm,"390 - 1,001m",rating-,rating-4,1022698
['Wandererlebnis mit dem Bus - Augst - Saline'],[],['Hiking'],3.68km,01:00h,15hm,255 - 271m,rating-,rating-0,812811
['BLKB-Wanderung Galms- Huppergruben'],[],['Hiking'],6.6km,09:23h,220hm,329 - 547m,rating-,rating-0,610999
['Ermitage & Gempenturm'],['medium'],['Hiking'],14.9km,04:15h,540hm,310 - 760m,rating-2,rating-4,133041
['Gempen-Nordtrail-Tour'],['medium'],['Mountainbike'],30.23km,03:13h,554hm,271 - 759m,rating-2,rating-3,371242
['Ergolztal - Alte und neue Berge'],['medium'],['Hiking'],16.12km,04:30h,377hm,275 - 572m,rating-2,rating-4,357320
['Wandererlebnis mit dem Bus - Reigoldswil - Bubendorf'],[],['Hiking'],11.8km,03:20h,248hm,372 - 691m,rating-,rating-0,812802
['Tafeljura & schmuckes Oltingen'],['easy'],['Hiking'],9.77km,02:30h,210hm,445 - 630m,rating-1,rating-2,132999
['Beizenrunde'],['easy'],['Mountainbike'],16.9km,02:15h,721hm,"536 - 1,145m",rating-2,rating-0,529726
['Über den Blauen'],['medium'],['Hiking'],16.5km,04:45h,460hm,337 - 837m,rating-2,rating-4,276190
['Baselbieter Chirsiweg'],['medium'],['Hiking'],10.68km,03:02h,337hm,446 - 632m,rating-,rating-3,543179
['Diegtertal - Witwald'],['difficult'],['Hiking'],5.45km,03:00h,312hm,492 - 787m,rating-5,rating-3,357316
"['Laufental: Berge, Täler und der Dom von Arlesheim']",['difficult'],['Cycling'],68.02km,05:00h,"1,015hm",292 - 700m,rating-2,rating-5,133046
['Zur Bautechnik (Ausflug in die Vergangenheit)'],['easy'],['Hiking'],6.19km,01:40h,44hm,261 - 300m,rating-,rating-1,357288
['Blütenpracht im Baselbiet'],['medium'],['Hiking'],12.19km,03:35h,447hm,369 - 756m,rating-2,rating-3,114226
['Liestaler Aussichtsturm - Sissacherfluh'],['medium'],['Hiking'],10.3km,03:22h,556hm,308 - 702m,rating-1,rating-3,548334
['Gigatrail Mountainbike-Route'],['medium'],['Mountainbike'],33.96km,04:30h,"1,127hm","391 - 1,055m",rating-3,rating-4,130963
['Plateau-Tour'],[],['Cycling'],41.19km,03:18h,745hm,315 - 719m,rating-,rating-0,362626
['Von Basel zum Mont Blanc Etappe 4: Laufen – Beinwil'],['difficult'],['Hiking'],19.76km,06:00h,569hm,331 - 877m,rating-1,rating-5,1040682
['Wahlen - Zum Stürmenchopf'],['medium'],['Hiking'],7.24km,02:30h,398hm,403 - 769m,rating-2,rating-3,357322
['Wandererlebnis mit dem Bus - Herbsberg -Liestal'],[],['Hiking'],6.66km,02:00h,162hm,312 - 607m,rating-,rating-0,812813
['Zum Stahl der Steinzeit'],['easy'],['Hiking'],8.39km,02:00h,196hm,420 - 570m,rating-1,rating-2,357325
['Huppergruben'],['easy'],['Hiking'],6.54km,02:00h,267hm,334 - 546m,rating-2,rating-2,133029
['Gempenplateau-Tour'],['medium'],['Mountainbike'],40.64km,03:00h,782hm,257 - 730m,rating-3,rating-3,371230
['Langenbruck - Hinderi Egg - Wasserfallen'],['medium'],['Hiking'],9.8km,03:00h,568hm,"722 - 1,168m",rating-2,rating-3,133035
['Wandererlebnis mit dem Bus - Reigoldswil - Bubendorf'],[],['Hiking'],11.8km,03:20h,248hm,372 - 691m,rating-,rating-0,812810
['Mytische Orte am Oberrhein - Eptingen – Otlingen'],['difficult'],['Cycling'],70.94km,06:00h,994hm,290 - 991m,rating-,rating-6,163627
['ViaSurprise-Zubringer: Langenbruck - Wasserfallen'],['medium'],['Hiking'],8.08km,03:30h,628hm,"701 - 1,154m",rating-1,rating-3,130625
['The Three Country Cycling Trail'],['medium'],['Cycling'],197.93km,12:00h,"2,153hm",205 - 614m,rating-3,rating-3,27804
['Leimental-Tour'],[],['Cycling'],39.7km,03:06h,424hm,265 - 545m,rating-,rating-0,377000
['BLKB-Rundwanderung Aesch - Ruine Pfeffingen - Blattenpass - Klus - Aesch'],[],['Hiking'],13.05km,03:52h,418hm,312 - 606m,rating-,rating-0,610987
['ViaSurprise-Rundroute: Zwingen - Mariastein'],['medium'],['Hiking'],10.42km,03:15h,540hm,340 - 788m,rating-1,rating-3,130657
['Neanderthaler im Eital?'],['easy'],['Hiking'],4.3km,02:00h,121hm,445 - 566m,rating-2,rating-2,357313
['Tafeljura-Tour'],[],['Cycling'],33.4km,02:56h,716hm,398 - 739m,rating-,rating-0,377001
['Endless Trail'],['difficult'],['Mountainbike'],14.03km,01:20h,488hm,367 - 743m,rating-5,rating-3,377010
"['Arlesheim nach Nuglar, Schweiz']",[],['Hiking'],10.37km,03:14h,503hm,332 - 761m,rating-,rating-,418411
['Gesellschaft (Ausflug in die Vergangenheit)'],['easy'],['Hiking'],2.22km,01:00h,17hm,284 - 301m,rating-,rating-1,357287
['Route Bubendorf – Reigoldswil'],[],['Hiking'],10.54km,03:17h,392hm,379 - 695m,rating-,rating-0,65898
['Wasserfallen-Kamm-Route'],['medium'],['Hiking'],8.98km,04:00h,277hm,"558 - 1,201m",rating-,rating-4,69487
['Basel-Laufen'],['easy'],['Mountainbike'],23.22km,01:43h,474hm,284 - 584m,rating-3,rating-4,626840
['Diegtertal-Tour'],['easy'],['Mountainbike'],33.35km,02:45h,864hm,371 - 758m,rating-2,rating-2,371234
['Fr Tour 2.0'],['medium'],['Mountainbike'],28.66km,02:52h,428hm,277 - 530m,rating-4,rating-4,744807
['Höhenwanderung im Solothurner Jura'],['medium'],['Hiking'],16.83km,05:30h,650hm,"565 - 1,204m",rating-2,rating-4,159633
['Fünflibertal-Tour'],['medium'],['Mountainbike'],38.54km,04:14h,802hm,316 - 730m,rating-1,rating-3,371237
['Wasser (Ausflug in die Vergangenheit)'],['easy'],['Hiking'],10.11km,02:40h,94hm,261 - 355m,rating-,rating-2,357292
['Wanderung in der Blütezeit'],['easy'],['Hiking'],7.81km,01:59h,132hm,291 - 363m,rating-2,rating-3,587653
['Rhein-Tour'],['medium'],['Mountainbike'],37.42km,03:57h,698hm,278 - 571m,rating-2,rating-3,371232
['Sissacherflueh'],['medium'],['Hiking'],3.9km,01:13h,114hm,664 - 742m,rating-3,rating-2,584681
['Wanderung Füllinsdorf Muni Liestal'],['easy'],['Hiking'],15.04km,03:23h,383hm,288 - 576m,rating-3,rating-3,843841
['Mtb Tour Allschwil 1 FR'],['medium'],['Mountainbike'],30.07km,02:36h,354hm,277 - 532m,rating-4,rating-4,683383
['Rhein-Tour'],['medium'],['Mountainbike'],37.42km,03:57h,698hm,278 - 571m,rating-2,rating-3,371232
['Religion und Jenseitsglaube (Ausflug in die Vergangenheit)'],['easy'],['Hiking'],16.11km,04:30h,305hm,261 - 503m,rating-,rating-2,357295
['Fünflibertal-Tour'],['medium'],['Mountainbike'],38.54km,04:14h,802hm,316 - 730m,rating-1,rating-3,371237
['Route Bubendorf – Reigoldswil'],[],['Hiking'],10.54km,03:17h,392hm,379 - 695m,rating-,rating-0,65898
['Basel-Laufen'],['easy'],['Mountainbike'],23.22km,01:43h,474hm,284 - 584m,rating-3,rating-4,626840
['Füllinsdorf Schleifenberg Aussichtsturm Liestal'],['easy'],['Hiking'],9.81km,02:30h,302hm,318 - 603m,rating-1,rating-1,479603
['Audio Tour Ermitage'],['easy'],['Hiking'],0.77km,00:30h,65hm,339 - 404m,rating-1,rating-2,132949
['Wasserfallen-Kamm-Route'],['medium'],['Hiking'],8.98km,04:00h,277hm,"558 - 1,201m",rating-,rating-4,69487
['Wanderung Reigoldswil – Bubendorf'],['easy'],['Hiking'],12.55km,03:20h,195hm,370 - 694m,rating-2,rating-2,83732
['Wanderung in der Blütezeit'],['easy'],['Hiking'],7.81km,01:59h,132hm,291 - 363m,rating-2,rating-3,587653
['Rödlerwanderung 1'],['easy'],['Hiking'],21.37km,05:27h,472hm,360 - 728m,rating-1,rating-1,612672
['Sissacherflueh'],['medium'],['Hiking'],3.9km,01:13h,114hm,664 - 742m,rating-3,rating-2,584681
['Gesellschaft (Ausflug in die Vergangenheit)'],['easy'],['Hiking'],2.22km,01:00h,17hm,284 - 301m,rating-,rating-1,357287
['Oberwil-Blauen'],['easy'],['Cycling'],42.46km,02:06h,643hm,306 - 755m,rating-3,rating-3,640924
['Fr Tour 2.0'],['medium'],['Mountainbike'],28.66km,02:52h,428hm,277 - 530m,rating-4,rating-4,744807
['Arlesheim Trail'],['easy'],['Mountainbike'],10.87km,01:35h,429hm,330 - 596m,rating-2,rating-2,996913
['Trailrunning Ergolztal'],[],['Trailrunning'],18.56km,03:38h,851hm,312 - 761m,rating-,rating-0,333354
['Grand-Tour'],['easy'],['Mountainbike'],24.77km,03:30h,735hm,"488 - 1,061m",rating-2,rating-0,529733
['Wandern mit Kinderwagen'],[],['Hiking'],2.01km,00:37h,113hm,"924 - 1,036m",rating-,rating-0,320817
['Rämelturm Burg i.Leimental'],['medium'],['Hiking'],10.5km,08:20h,292hm,488 - 818m,rating-5,rating-5,92427
['Schloss Binningen - Schloss Bottmingen'],[],['Hiking'],4.35km,01:10h,86hm,283 - 368m,rating-,rating-0,922079
"['Basel und Umgebung: Viel Wald, schöne Ausblicke und viele Ruinen']",['medium'],['Hiking'],12.46km,03:45h,490hm,291 - 663m,rating-2,rating-3,154477
['Trailrunning Blauenberg'],[],['Trailrunning'],24.12km,04:24h,862hm,296 - 837m,rating-,rating-0,333353
"['Naturpark Wildenstein Bubendorf, Basel-Landschaft, Schweiz']",['medium'],['Hiking'],10.1km,02:05h,148hm,370 - 575m,rating-4,rating-5,90717
['Trailrunning Wisenberg'],[],['Trailrunning'],9.8km,02:00h,502hm,"558 - 1,000m",rating-,rating-0,333357
"['Bad Ramsach, Häfelfingen BL - Bennwil BL']",[],['Hiking'],19.15km,-,"1,274hm","506 - 1,066m",rating-,rating-,254035
['Arlesheim Trail'],['easy'],['Mountainbike'],10.87km,01:35h,429hm,330 - 596m,rating-2,rating-2,996913
['Grand-Tour'],['easy'],['Mountainbike'],24.77km,03:30h,735hm,"488 - 1,061m",rating-2,rating-0,529733
['Münchenstein - Arlesheim'],[],['Hiking'],5.09km,01:35h,228hm,271 - 499m,rating-,rating-0,922188
['Trailrunning Waldenburg - Belchenfluh'],[],['Trailrunning'],19.71km,03:48h,754hm,"523 - 1,055m",rating-,rating-0,333355
['Challpass & Internationale'],[],['Racing'],77.01km,04:16h,794hm,309 - 745m,rating-,rating-0,670391
['Mythische Orte am Oberrhein - Augusta Raurica'],[],['Hiking'],2.01km,00:30h,30hm,266 - 296m,rating-,rating-0,163607
['Am Hutzenfeld'],['easy'],['Hiking'],7.9km,02:12h,14hm,260 - 300m,rating-2,rating-4,101780
['Dreilandradweg -  Etappe 1: Aesch-Lörrach'],['difficult'],['Cycling'],71.36km,04:30h,901hm,262 - 614m,rating-4,rating-5,33870
"['Langenbruck, Tüfelschlucht, Hägendorf']",['easy'],['Hiking'],12.74km,04:20h,320hm,433 - 913m,rating-3,rating-3,843854
['Gempenplateau & Fünflibertal'],[],['Racing'],56.64km,03:10h,860hm,260 - 683m,rating-,rating-0,670392
['Trailrunning Wasserfallen'],[],['Trailrunning'],11.1km,02:22h,760hm,"536 - 1,159m",rating-,rating-0,333356
['5-Dörferwanderung 12 km'],['medium'],['Hiking'],11.74km,-,484hm,481 - 773m,rating-3,rating-5,1014450
['Rundwanderung Therwil - Flüh - Witterswil - Therwil'],['easy'],['Winter hiking'],9.06km,01:46h,72hm,318 - 382m,rating-1,rating-1,982746
"['Basel und Umgebung: Viel Wald, schöne Ausblicke und viele Ruinen']",['medium'],['Hiking'],12.46km,03:45h,490hm,291 - 663m,rating-2,rating-3,154477
['Mythische Orte am Oberrhein - Augusta Raurica'],[],['Hiking'],2.01km,00:30h,30hm,266 - 296m,rating-,rating-0,163607
['Challpass & Internationale'],[],['Racing'],77.01km,04:16h,794hm,309 - 745m,rating-,rating-0,670391
"['Naturpark Wildenstein Bubendorf, Basel-Landschaft, Schweiz']",['medium'],['Hiking'],10.1km,02:05h,148hm,370 - 575m,rating-4,rating-5,90717
"['Reigoldswil, Waldenburg']",['easy'],['Hiking'],10.95km,03:12h,530hm,"509 - 1,036m",rating-3,rating-3,843864
['Münchenstein - Arlesheim'],[],['Hiking'],5.09km,01:35h,228hm,271 - 499m,rating-,rating-0,922188
['Lange Erlen'],['easy'],['Nordic Walking'],9.2km,13:30h,411hm,110 - 283m,rating-4,rating-4,91181
['Trailrunning Wasserfallen'],[],['Trailrunning'],11.1km,02:22h,760hm,"536 - 1,159m",rating-,rating-0,333356
