title,difficulty,sport,length,time,climb,minmax,technique,fitness,ID
"['Via Le Gruyère AOP, Etappe 2b']",['medium'],['Thematic route'],8.52km,04:00h,155hm,691 - 909m,rating-,rating-4,114422
"['Via Le Gruyère AOP, Etappe 3a']",['easy'],['Thematic route'],6.34km,02:00h,146hm,702 - 835m,rating-,rating-2,75536
"['Via Le Gruyère AOP, Etappe 2b']",['medium'],['Thematic route'],8.52km,04:00h,155hm,691 - 909m,rating-,rating-4,114422
['Gruyères - Aérodrome - Gruyères'],['easy'],['Hiking'],5.81km,01:40h,127hm,689 - 808m,rating-,rating-1,771105
['Charmey - Gstaad-Schönried'],['medium'],['Cycling'],33.61km,03:03h,973hm,"848 - 1,634m",rating-2,rating-4,411429
['Charmey - La Valsainte'],['easy'],['Thematic route'],5.22km,02:00h,196hm,"880 - 1,008m",rating-2,rating-2,63229
['Riggisalp-Brecca-Schwarzsee Gypsera'],['medium'],['Hiking'],10.4km,03:17h,148hm,"1,040 - 1,509m",rating-4,rating-4,814906
['Boucle depuis Sodbach'],['easy'],['Hiking'],8.9km,02:24h,289hm,627 - 784m,rating-1,rating-2,558706
['Vanil Noir'],['difficult'],['Hiking'],22.36km,08:00h,942hm,"929 - 1,723m",rating-5,rating-5,60581
['Oleyres'],['easy'],['Hiking'],5.63km,01:28h,156hm,502 - 619m,rating-1,rating-1,615229
['Via Le Gruyère AOP'],['easy'],['Thematic route'],91.09km,08:00h,"2,971hm","678 - 1,512m",rating-2,rating-2,75524
['Dent de Broc ⛰'],['difficult'],['Hiking'],10.55km,03:34h,"1,108hm","725 - 1,814m",rating-5,rating-6,615619
['Wanderung von der Berg- zu Mittelstation'],['easy'],['Hiking'],2.62km,01:02h,56hm,"1,474 - 1,824m",rating-3,rating-3,716667
['Rund um den Schwyberg'],['medium'],['Mountainbike'],34.2km,03:21h,"1,206hm","876 - 1,545m",rating-4,rating-5,722980
['Bulle - Charmey par Motélon'],[],['Mountainbike'],16.72km,01:45h,279hm,678 - 898m,rating-,rating-0,802923
['Murten - Estavayer-le-Lac'],['easy'],['Long distance cycling'],33.57km,02:18h,120hm,432 - 498m,rating-1,rating-1,185708
['Neyruz torny'],['easy'],['Hiking'],21.53km,04:29h,341hm,589 - 749m,rating-3,rating-4,904271
['Rigisalp - Kaiseregg - Brecaschlund'],['medium'],['Hiking'],17.88km,05:39h,929hm,"1,045 - 2,177m",rating-5,rating-6,750936
['Lac de Gruyere - Aigle (day 15)'],[],['Long distance cycling'],74.8km,07:19h,"1,497hm","402 - 1,445m",rating-,rating-0,97276
['Bulle - Lessoc'],['medium'],['Mountainbike'],36.12km,03:25h,416hm,683 - 860m,rating-,rating-3,844589
['Bezint eer ge begint'],['difficult'],['Mountainbike'],35.34km,04:24h,930hm,"843 - 1,536m",rating-4,rating-5,808124
['Murten - Estavayer-le-Lac'],['easy'],['Long distance cycling'],33.57km,02:18h,120hm,432 - 498m,rating-1,rating-1,185708
['Bulle - Charmey par Motélon'],[],['Mountainbike'],16.72km,01:45h,279hm,678 - 898m,rating-,rating-0,802923
