ID,title,difficulty,sport,length,time,climb,min,max,technique,fitness,region
533192,Feld-- Wald- und Wiesentour,1 - easy,Hiking,18.32,04:13,496,593,782.0,3,3,aargau
161124,Markgräferland,0 - no rating,Racing,95.04,05:38,680,228,709.0,0,0,aargau
86433,Rundwanderung 1 Von Villnachern am Schryberhof vorbei Richtung Bözberg. Auf dem Panoramaweg bis zur Grabensrasse. Auf der Grabenstrasse zum Kohlpla...,1 - easy,Hiking,7.9,01:41,64,360,519.0,3,3,aargau
402418,Rundweg zur Linner Linde,1 - easy,Hiking,4.3,-,56,509,581.0,1,2,aargau
402610,Strecke für Junghunde- Hägglingen- Aargau,1 - easy,Hiking,2.3,00:37,8,477,484.0,1,1,aargau
840423,Von der Linner Linde zur Burgruine Schenkenberg,1 - easy,Hiking,7.61,02:01,221,447,736.0,3,4,aargau
294082,Zofingen-Oftringen-Safenwil-Kölliken-Holziken-Staffelbach-Reitnau-Bottenwil-Uerkheim-Zofingen,0 - no rating,Cycling,41.95,02:58,492,426,656.0,0,0,aargau
679751,Mumpfer Flue - Trail Running,1 - easy,Trailrunning,2.24,00:29,188,306,492.0,2,4,aargau
253313,Jurahöhenweg 2. Etappe | Baden - Brugg,0 - no rating,Hiking,9.05,-,325,331,571.0,0,0,aargau
294083,Zofingen-Brittnau-Pfaffnau-Glashütten-Fulenbach-Aarburg-Walterswil-Kölliken-Uerkheim-Zofingen,0 - no rating,Cycling,57.05,04:01,542,395,581.0,0,0,aargau
253312,Jurahöhenweg 1. Etappe | Dielsdorf - Baden,0 - no rating,Hiking,0.0,-,694,357,860.0,0,0,aargau
294081,Zofingen-Brittnau-Pfaffnau-St. Urban-Glashütten-Fulenbach-Boningen-Aarburg-Zofingen,0 - no rating,Cycling,40.45,02:48,278,395,546.0,0,0,aargau
740261,Fahrradweg von Bad Zurzach bis Weihach und zurück,1 - easy,E-Bike,31.3,01:50,195,335,398.0,2,3,aargau
253592,Jurahöhenweg 5. Etappe | Hauenstein - Balsthal,0 - no rating,Hiking,17.24,-,676,491,1055.0,0,0,aargau
435048,Aarewanderung Stilli Holderbank,1 - easy,Hiking,15.74,03:45,257,333,521.0,1,3,aargau
868641,Vom Homberg zur Sennhütten und zurück,1 - easy,Hiking,6.25,01:28,108,584,648.0,2,2,aargau
294087,Zofingen-Pfaffnau-Glashütten-Boningen-Oftringen-Kölliken-Staffelbach-Reitnau-Bottenwil-Uerkheim-Zofingen,0 - no rating,Cycling,73.85,05:11,754,398,656.0,0,0,aargau
887309,Staffelegg-Strihen Seite Asp,1 - easy,Hiking,4.5,00:58,109,665,802.0,1,1,aargau
898948,Uhu Tour,1 - easy,Hiking,13.54,02:51,193,353,472.0,1,3,aargau
253315,Jurahöhenweg 3. Etappe | Brugg - Staffelegg,0 - no rating,Hiking,15.7,-,870,344,767.0,0,0,aargau
357325,Zum Stahl der Steinzeit,1 - easy,Hiking,8.39,02:00,196,420,570.0,1,2,basel-region
132998,Chellenchöpfli & Passwang,2 - medium,Hiking,9.85,03:00,485,924,1204.0,2,3,basel-region
812811,Wandererlebnis mit dem Bus - Augst - Saline,0 - no rating,Hiking,3.68,01:00,15,255,271.0,0,0,basel-region
548333,Rundwanderung Farnsberg,1 - easy,Hiking,5.88,01:52,213,581,760.0,0,2,basel-region
133037,Römertour: 2000 Jahre Rückblick,3 - difficult,Cycling,62.79,04:30,1046,264,739.0,2,5,basel-region
132993,Zunzgerhard & Obstplantagen,2 - medium,Hiking,9.97,02:45,320,359,604.0,1,3,basel-region
371230,Gempenplateau-Tour,2 - medium,Mountainbike,40.64,03:00,782,257,730.0,3,3,basel-region
548336,Rundwanderung Wildenstein,1 - easy,Hiking,6.52,01:48,113,492,569.0,0,2,basel-region
130967,Olten-Belchen-Langenbruck-Olten,2 - medium,Mountainbike,30.66,04:00,745,391,1055.0,2,3,basel-region
357322,Wahlen - Zum Stürmenchopf,2 - medium,Hiking,7.24,02:30,398,403,769.0,2,3,basel-region
377011,Bike Trail Arlesheim,2 - medium,Mountainbike,11.39,01:15,317,277,586.0,3,2,basel-region
548337,Rundwanderung Chaltbrunnental - Chastelbach,2 - medium,Hiking,7.94,02:23,231,322,544.0,3,3,basel-region
812804,Wandererlebnis mit dem Bus - Lausen - Huppergruben - Liestal,0 - no rating,Hiking,6.08,01:45,149,326,532.0,0,0,basel-region
357320,Ergolztal - Alte und neue Berge,2 - medium,Hiking,16.12,04:30,377,275,572.0,2,4,basel-region
130681,ViaSurprise-Zubringer: Liestal - Reigoldswil,2 - medium,Hiking,16.51,04:30,580,319,690.0,1,4,basel-region
357291,Landwirtschaft (Ausflug in die Vergangenheit),1 - easy,Cycling,27.73,02:00,67,254,336.0,0,2,basel-region
320784,Rundwanderung Chatzenstieg-Huerewägli,2 - medium,Hiking,5.18,01:47,254,924,1145.0,0,3,basel-region
670385,Erlebnisweg passepartout,0 - no rating,Thematic route,10.02,02:48,160,449,632.0,0,0,basel-region
613198,BLKB-Wanderung Sommerau - Giessen-Wisenberg - Ruine Homburg,0 - no rating,Hiking,12.17,03:59,569,431,1000.0,0,0,basel-region
357328,Waldenburg,1 - easy,Hiking,3.76,02:00,285,525,810.0,2,2,basel-region
246771,Rundtour von Aesch via Ruine Pfeffingen und Duggingen,2 - medium,Hiking,8.71,02:45,306,295,496.0,2,3,basel-region
610990,BLKB-Wanderung Reinach - Leywald - Reinach,0 - no rating,Hiking,4.49,01:10,58,307,364.0,0,0,basel-region
132995,Ruinen Wartenberg & Rebenweg,2 - medium,Hiking,7.37,02:00,255,286,479.0,1,3,basel-region
114226,Blütenpracht im Baselbiet,2 - medium,Hiking,12.19,03:35,447,369,756.0,2,3,basel-region
1040682,Von Basel zum Mont Blanc Etappe 4: Laufen – Beinwil,3 - difficult,Hiking,19.76,06:00,569,331,877.0,1,5,basel-region
371235,Ergolz-Tour,2 - medium,Mountainbike,36.36,03:15,953,306,743.0,3,3,basel-region
357321,"""Reigoldswil - Geheimnisse rund ums Horn""",2 - medium,Hiking,11.5,02:30,332,466,735.0,1,3,basel-region
133001,Syydebändel & Rebenweg,2 - medium,Hiking,13.21,03:30,390,370,574.0,1,3,basel-region
548334,Liestaler Aussichtsturm - Sissacherfluh,2 - medium,Hiking,10.3,03:22,556,308,702.0,1,3,basel-region
156872,Basler Weg: Aesch - Beinwil Kloster,3 - difficult,Pilgrimage,20.14,06:16,761,302,877.0,0,5,basel-region
812810,Wandererlebnis mit dem Bus - Reigoldswil - Bubendorf,0 - no rating,Hiking,11.8,03:20,248,372,691.0,0,0,basel-region
357294,Kunst und Unterhaltung (Ausflug in die Vergangenheit),1 - easy,Hiking,2.6,00:40,29,266,296.0,0,1,basel-region
133029,Huppergruben,1 - easy,Hiking,6.54,02:00,267,334,546.0,2,2,basel-region
133023,Reinach - Leywald - Aesch,1 - easy,Hiking,4.5,01:15,72,307,364.0,1,2,basel-region
812809,Wandererlebnis mit dem Bus - Reigoldswil - Büren,0 - no rating,Hiking,11.44,03:25,367,439,692.0,0,0,basel-region
377001,Tafeljura-Tour,0 - no rating,Cycling,33.4,02:56,716,398,739.0,0,0,basel-region
543657,Interregio-Wanderweg Etappe 6: Liestal – Aesch,1 - easy,Hiking,16.66,05:00,675,294,709.0,2,2,basel-region
613197,BLKB-Wanderung Viadukt Rümlingen - Ruine Homburg,0 - no rating,Hiking,6.68,02:05,246,472,655.0,0,0,basel-region
71375,Route Wasserfallen – Wasserfallen,2 - medium,Hiking,6.6,02:17,325,928,1186.0,3,3,basel-region
350190,Rundwanderung Wasserfallen 470,2 - medium,Hiking,9.86,03:15,426,924,1201.0,0,3,basel-region
130959,Herrliche Velotour durch die Baselbieter Reben,3 - difficult,Cycling,67.5,04:15,956,273,642.0,3,5,basel-region
749250,Rebenweg Ziefen,1 - easy,Hiking,2.97,00:50,97,421,517.0,0,2,basel-region
371236,Schauenburger-Tour,2 - medium,Mountainbike,22.31,02:30,505,305,713.0,3,3,basel-region
610987,BLKB-Rundwanderung Aesch - Ruine Pfeffingen - Blattenpass - Klus - Aesch,0 - no rating,Hiking,13.05,03:52,418,312,606.0,0,0,basel-region
670386,Erlebnispfad wisenbergwärts,0 - no rating,Thematic route,11.74,03:50,556,446,1000.0,0,0,basel-region
357309,Läufelfingen- Neu-Homburg,1 - easy,Hiking,6.59,02:00,292,542,800.0,1,2,basel-region
357316,Diegtertal - Witwald,3 - difficult,Hiking,5.45,03:00,312,492,787.0,5,3,basel-region
133038,Königstour: Vom Jura ins Mittelland und zurück,2 - medium,Cycling,41.22,03:30,1055,391,991.0,2,4,basel-region
201330,Froburg,3 - difficult,Hiking,7.2,02:18,301,569,833.0,4,5,basel-region
153939,Von der Ermitage zum Gempenturm,1 - easy,Hiking,11.58,03:35,432,293,759.0,1,2,basel-region
371242,Gempen-Nordtrail-Tour,2 - medium,Mountainbike,30.23,03:13,554,271,759.0,2,3,basel-region
126148,Von Pratteln zur Ermitage Arlesheim,2 - medium,Hiking,12.18,03:30,400,289,663.0,3,2,basel-region
357319,Ermitage,1 - easy,Hiking,5.08,01:30,252,335,556.0,1,2,basel-region
320783,Wasserfallen Rundwanderweg 470,3 - difficult,Hiking,9.96,03:00,432,924,1201.0,5,4,basel-region
132992,Giessenfall & Wisenbergturm,2 - medium,Hiking,12.01,03:30,580,438,1001.0,2,4,basel-region
133041,Ermitage & Gempenturm,2 - medium,Hiking,14.9,04:15,540,310,760.0,2,4,basel-region
548332,469 Wildenstein - Ryfenstein,3 - difficult,Hiking,16.9,04:50,439,318,691.0,0,5,basel-region
610986,BLKB-Wanderung Langenbruck - Hintere Egg- Wasserfallen,0 - no rating,Hiking,9.09,03:07,557,722,1159.0,0,0,basel-region
357329,Sissach - Schauplatz der Geschichte,1 - easy,Hiking,6.91,03:30,364,368,700.0,1,2,basel-region
348147,Rundwanderung für kurze Beine,0 - no rating,Hiking,3.51,01:05,144,924,1068.0,0,0,basel-region
377010,Endless Trail,3 - difficult,Mountainbike,14.03,01:20,488,367,743.0,5,3,basel-region
133003,Bluescht & Schwarzbuebe,2 - medium,Hiking,8.14,03:15,390,322,600.0,1,3,basel-region
377000,Leimental-Tour,0 - no rating,Cycling,39.7,03:06,424,265,545.0,0,0,basel-region
133033,Rundwanderung Wasserfallen - Hinderi Egg,1 - easy,Hiking,4.25,01:30,254,924,1168.0,2,2,basel-region
371239,Liestaler-Tour,2 - medium,Mountainbike,29.19,02:30,687,278,614.0,3,4,basel-region
321333,Reben-Tour,0 - no rating,Cycling,40.67,03:53,813,306,593.0,0,0,basel-region
133040,Höhenrausch: nur Fliegen ist schöner,2 - medium,Cycling,33.3,03:00,980,440,1055.0,2,3,basel-region
1022698,Läufelfingen - Bad Ramsach - Hauenstein -Olten,2 - medium,Hiking,14.94,04:45,550,390,1001.0,0,4,basel-region
610999,BLKB-Wanderung Galms- Huppergruben,0 - no rating,Hiking,6.6,09:23,220,329,547.0,0,0,basel-region
812802,Wandererlebnis mit dem Bus - Reigoldswil - Bubendorf,0 - no rating,Hiking,11.8,03:20,248,372,691.0,0,0,basel-region
132999,Tafeljura & schmuckes Oltingen,1 - easy,Hiking,9.77,02:30,210,445,630.0,1,2,basel-region
529726,Beizenrunde,1 - easy,Mountainbike,16.9,02:15,721,536,1145.0,2,0,basel-region
276190,Über den Blauen,2 - medium,Hiking,16.5,04:45,460,337,837.0,2,4,basel-region
543179,Baselbieter Chirsiweg,2 - medium,Hiking,10.68,03:02,337,446,632.0,0,3,basel-region
133046,Laufental: Berge- Täler und der Dom von Arlesheim,3 - difficult,Cycling,68.02,05:00,1015,292,700.0,2,5,basel-region
357288,Zur Bautechnik (Ausflug in die Vergangenheit),1 - easy,Hiking,6.19,01:40,44,261,300.0,0,1,basel-region
130963,Gigatrail Mountainbike-Route,2 - medium,Mountainbike,33.96,04:30,1127,391,1055.0,3,4,basel-region
362626,Plateau-Tour,0 - no rating,Cycling,41.19,03:18,745,315,719.0,0,0,basel-region
812813,Wandererlebnis mit dem Bus - Herbsberg -Liestal,0 - no rating,Hiking,6.66,02:00,162,312,607.0,0,0,basel-region
133035,Langenbruck - Hinderi Egg - Wasserfallen,2 - medium,Hiking,9.8,03:00,568,722,1168.0,2,3,basel-region
163627,Mytische Orte am Oberrhein - Eptingen – Otlingen,3 - difficult,Cycling,70.94,06:00,994,290,991.0,0,6,basel-region
130625,ViaSurprise-Zubringer: Langenbruck - Wasserfallen,2 - medium,Hiking,8.08,03:30,628,701,1154.0,1,3,basel-region
27804,The Three Country Cycling Trail,2 - medium,Cycling,197.93,12:00,2153,205,614.0,3,3,basel-region
130657,ViaSurprise-Rundroute: Zwingen - Mariastein,2 - medium,Hiking,10.42,03:15,540,340,788.0,1,3,basel-region
357313,Neanderthaler im Eital?,1 - easy,Hiking,4.3,02:00,121,445,566.0,2,2,basel-region
418411,Arlesheim nach Nuglar- Schweiz,0 - no rating,Hiking,10.37,03:14,503,332,761.0,0,0,basel-region
357287,Gesellschaft (Ausflug in die Vergangenheit),1 - easy,Hiking,2.22,01:00,17,284,301.0,0,1,basel-region
65898,Route Bubendorf – Reigoldswil,0 - no rating,Hiking,10.54,03:17,392,379,695.0,0,0,basel-region
69487,Wasserfallen-Kamm-Route,2 - medium,Hiking,8.98,04:00,277,558,1201.0,0,4,basel-region
626840,Basel-Laufen,1 - easy,Mountainbike,23.22,01:43,474,284,584.0,3,4,basel-region
371234,Diegtertal-Tour,1 - easy,Mountainbike,33.35,02:45,864,371,758.0,2,2,basel-region
744807,Fr Tour 2.0,2 - medium,Mountainbike,28.66,02:52,428,277,530.0,4,4,basel-region
159633,Höhenwanderung im Solothurner Jura,2 - medium,Hiking,16.83,05:30,650,565,1204.0,2,4,basel-region
371237,Fünflibertal-Tour,2 - medium,Mountainbike,38.54,04:14,802,316,730.0,1,3,basel-region
357292,Wasser (Ausflug in die Vergangenheit),1 - easy,Hiking,10.11,02:40,94,261,355.0,0,2,basel-region
587653,Wanderung in der Blütezeit,1 - easy,Hiking,7.81,01:59,132,291,363.0,2,3,basel-region
371232,Rhein-Tour,2 - medium,Mountainbike,37.42,03:57,698,278,571.0,2,3,basel-region
584681,Sissacherflueh,2 - medium,Hiking,3.9,01:13,114,664,742.0,3,2,basel-region
843841,Wanderung Füllinsdorf Muni Liestal,1 - easy,Hiking,15.04,03:23,383,288,576.0,3,3,basel-region
683383,Mtb Tour Allschwil 1 FR,2 - medium,Mountainbike,30.07,02:36,354,277,532.0,4,4,basel-region
357295,Religion und Jenseitsglaube (Ausflug in die Vergangenheit),1 - easy,Hiking,16.11,04:30,305,261,503.0,0,2,basel-region
479603,Füllinsdorf Schleifenberg Aussichtsturm Liestal,1 - easy,Hiking,9.81,02:30,302,318,603.0,1,1,basel-region
132949,Audio Tour Ermitage,1 - easy,Hiking,0.77,00:30,65,339,404.0,1,2,basel-region
83732,Wanderung Reigoldswil – Bubendorf,1 - easy,Hiking,12.55,03:20,195,370,694.0,2,2,basel-region
612672,Rödlerwanderung 1,1 - easy,Hiking,21.37,05:27,472,360,728.0,1,1,basel-region
640924,Oberwil-Blauen,1 - easy,Cycling,42.46,02:06,643,306,755.0,3,3,basel-region
996913,Arlesheim Trail,1 - easy,Mountainbike,10.87,01:35,429,330,596.0,2,2,basel-region
333354,Trailrunning Ergolztal,0 - no rating,Trailrunning,18.56,03:38,851,312,761.0,0,0,basel-region
529733,Grand-Tour,1 - easy,Mountainbike,24.77,03:30,735,488,1061.0,2,0,basel-region
320817,Wandern mit Kinderwagen,0 - no rating,Hiking,2.01,00:37,113,924,1036.0,0,0,basel-region
92427,Rämelturm Burg i.Leimental,2 - medium,Hiking,10.5,08:20,292,488,818.0,5,5,basel-region
922079,Schloss Binningen - Schloss Bottmingen,0 - no rating,Hiking,4.35,01:10,86,283,368.0,0,0,basel-region
154477,Basel und Umgebung: Viel Wald- schöne Ausblicke und viele Ruinen,2 - medium,Hiking,12.46,03:45,490,291,663.0,2,3,basel-region
333353,Trailrunning Blauenberg,0 - no rating,Trailrunning,24.12,04:24,862,296,837.0,0,0,basel-region
90717,Naturpark Wildenstein Bubendorf- Basel-Landschaft- Schweiz,2 - medium,Hiking,10.1,02:05,148,370,575.0,4,5,basel-region
333357,Trailrunning Wisenberg,0 - no rating,Trailrunning,9.8,02:00,502,558,1000.0,0,0,basel-region
254035,Bad Ramsach- Häfelfingen BL - Bennwil BL,0 - no rating,Hiking,19.15,-,1274,506,1066.0,0,0,basel-region
922188,Münchenstein - Arlesheim,0 - no rating,Hiking,5.09,01:35,228,271,499.0,0,0,basel-region
333355,Trailrunning Waldenburg - Belchenfluh,0 - no rating,Trailrunning,19.71,03:48,754,523,1055.0,0,0,basel-region
670391,Challpass & Internationale,0 - no rating,Racing,77.01,04:16,794,309,745.0,0,0,basel-region
163607,Mythische Orte am Oberrhein - Augusta Raurica,0 - no rating,Hiking,2.01,00:30,30,266,296.0,0,0,basel-region
101780,Am Hutzenfeld,1 - easy,Hiking,7.9,02:12,14,260,300.0,2,4,basel-region
33870,Dreilandradweg -  Etappe 1: Aesch-Lörrach,3 - difficult,Cycling,71.36,04:30,901,262,614.0,4,5,basel-region
843854,Langenbruck- Tüfelschlucht- Hägendorf,1 - easy,Hiking,12.74,04:20,320,433,913.0,3,3,basel-region
670392,Gempenplateau & Fünflibertal,0 - no rating,Racing,56.64,03:10,860,260,683.0,0,0,basel-region
333356,Trailrunning Wasserfallen,0 - no rating,Trailrunning,11.1,02:22,760,536,1159.0,0,0,basel-region
1014450,5-Dörferwanderung 12 km,2 - medium,Hiking,11.74,-,484,481,773.0,3,5,basel-region
982746,Rundwanderung Therwil - Flüh - Witterswil - Therwil,1 - easy,Winter hiking,9.06,01:46,72,318,382.0,1,1,basel-region
843864,Reigoldswil- Waldenburg,1 - easy,Hiking,10.95,03:12,530,509,1036.0,3,3,basel-region
91181,Lange Erlen,1 - easy,Nordic Walking,9.2,13:30,411,110,283.0,4,4,basel-region
48850,Zum Hinterburgseeli- dem Naturwunder auf der Axalp,2 - medium,Hiking,10.69,03:45,624,1521,1878.0,3,3,bern-region
51212,Zu eiszeitlichen Riesen und zur Wohnstätte steinzeitlicher Menschen,1 - easy,Hiking,10.5,02:40,254,459,564.0,2,2,bern-region
870922,Gehrihorn,1 - easy,Hiking,6.65,03:20,1357,771,2129.0,1,0,bern-region
733527,Einzigartig: der neue Gäggersteg,1 - easy,Hiking,13.36,04:00,510,1531,1720.0,2,2,bern-region
133945,Schwander - Lebensweg,1 - easy,Thematic route,3.55,01:30,86,647,735.0,1,2,bern-region
509375,Merängge-Cher im Kemmribodenbad,1 - easy,Hiking,6.97,02:10,330,975,1184.0,2,2,bern-region
86143,Blueme – zum Aussichtsturm über dem Thunersee,2 - medium,Hiking,10.13,03:10,422,991,1394.0,2,3,bern-region
99640,Rund ums Wiriehore,2 - medium,Hiking,9.2,03:30,622,1410,2032.0,4,3,bern-region
744919,Kanderfälle,2 - medium,Hiking,2.32,01:00,165,1195,1328.0,3,3,bern-region
316229,Gipfelwanderung zum Rauflihorn,2 - medium,Hiking,15.33,06:00,1101,1222,2323.0,3,3,bern-region
658326,Durchs Jahr wandern - Edelweiss am Iffighorn,2 - medium,Hiking,10.77,04:20,850,1583,2378.0,3,4,bern-region
700232,Rundtour über den Rüwlispass - Hornberg ins Saanenland und retour,2 - medium,Cycling,31.82,03:25,950,934,1836.0,2,4,bern-region
700226,St. Stephan - Rüwlispass - Gstaad - Saanenmöser - St. Stephan,2 - medium,Cycling,38.14,03:50,1055,934,1724.0,2,4,bern-region
